time,Temperature,Humidity,WaterTemp
2025.7.1 0:00:39.389,27.39999962,74.09999847,25.5
2025.7.1 0:00:40.404,27.39999962,75.69999695,25.5
2025.7.1 0:00:41.391,27.5,75,25.437
2025.7.1 0:00:42.384,27.39999962,77.5,25.375
2025.7.1 0:00:43.395,27.29999924,77.90000153,25.375
2025.7.1 0:00:44.393,27.29999924,74.80000305,25.375
2025.7.1 0:00:45.396,27.20000076,75.59999847,25.312
2025.7.1 0:00:46.403,27.39999962,73.90000153,25.312
2025.7.1 0:00:47.403,27.29999924,74,25.25
2025.7.1 0:00:48.399,27.29999924,75.19999695,25.25
2025.7.1 0:00:49.400,27.29999924,78.80000305,25.25
2025.7.1 0:00:50.401,27.20000076,82,25.187
2025.7.1 0:00:51.400,27.20000076,83.09999847,25.187
2025.7.1 0:00:52.400,27.10000038,91.90000153,25.187
2025.7.1 0:00:53.405,26.60000038,93.40000153,25.187
2025.7.1 0:00:54.411,26.5,95.90000153,25.125
2025.7.1 0:00:55.402,26.20000076,96.5,25.125
2025.7.1 0:00:56.409,26.10000038,99.69999695,25.062
2025.7.1 0:00:57.410,26.20000076,99.30000305,25.062
2025.7.1 0:00:58.401,26,99.90000153,25
2025.7.1 0:00:59.423,25.89999962,99.90000153,24.937
2025.7.1 0:01:00.417,26,99.90000153,24.937
2025.7.1 0:01:01.415,25.79999924,99.90000153,24.937
2025.7.1 0:01:02.417,25.79999924,99.90000153,24.875
2025.7.1 0:01:03.417,25.70000076,99.40000153,24.875
2025.7.1 0:01:04.419,25.29999924,96.80000305,24.812
2025.7.1 0:01:05.416,25.10000038,98,24.812
2025.7.1 0:01:06.423,25.20000076,99,24.75
2025.7.1 0:01:07.423,25.10000038,99.90000153,24.75
2025.7.1 0:01:08.429,25.10000038,99.69999695,24.687
2025.7.1 0:01:09.424,25.10000038,98.09999847,24.687
2025.7.1 0:01:10.423,24.89999962,97.09999847,24.625
2025.7.1 0:01:11.432,24.89999962,95.59999847,24.625
2025.7.1 0:01:12.428,24.79999924,95.09999847,24.625
2025.7.1 0:01:13.428,24.70000076,95.90000153,24.562
2025.7.1 0:01:14.424,24.70000076,96.69999695,24.5
2025.7.1 0:01:15.441,24.79999924,95.69999695,24.5
2025.7.1 0:01:16.435,24.60000038,95.59999847,24.437
2025.7.1 0:01:17.433,24.5,92.90000153,24.437
2025.7.1 0:01:18.443,24.5,95.69999695,24.375
2025.7.1 0:01:19.441,24.5,93.30000305,24.312
2025.7.1 0:01:20.440,24.39999962,95.09999847,24.25
2025.7.1 0:01:21.438,24.60000038,93.80000305,24.25
2025.7.1 0:01:22.436,24.60000038,96.30000305,24.187
2025.7.1 0:01:23.445,24.5,98.09999847,24.187
2025.7.1 0:01:24.444,24.60000038,95.19999695,24.187
2025.7.1 0:01:25.434,24.70000076,97.69999695,24.125
2025.7.1 0:01:26.447,24.60000038,98.80000305,24.125
2025.7.1 0:01:27.450,24.5,99.90000153,24.062
2025.7.1 0:01:28.447,24.39999962,97.5,24
2025.7.1 0:01:29.447,24.29999924,97.09999847,24
2025.7.1 0:01:30.447,24.39999962,98,24
2025.7.1 0:01:31.458,24.29999924,94.40000153,23.937
2025.7.1 0:01:32.451,24.10000038,94.59999847,23.937
2025.7.1 0:01:33.442,24,96.59999847,23.875
2025.7.1 0:01:34.462,24.10000038,94.90000153,23.875
2025.7.1 0:01:35.452,24.20000076,95.09999847,23.875
2025.7.1 0:01:36.447,24,95.09999847,23.812
2025.7.1 0:01:37.457,23.89999962,96.09999847,23.75
2025.7.1 0:01:38.452,23.89999962,96.80000305,23.75
2025.7.1 0:01:39.471,23.89999962,96.19999695,23.687
2025.7.1 0:01:40.458,23.89999962,95.80000305,23.687
2025.7.1 0:01:41.456,24,97.09999847,23.625
2025.7.1 0:01:42.461,23.79999924,96.40000153,23.625
2025.7.1 0:01:43.468,23.89999962,95.90000153,23.562
2025.7.1 0:01:44.454,23.89999962,95.59999847,23.562
2025.7.1 0:01:45.464,23.79999924,96.5,23.562
2025.7.1 0:01:46.471,23.70000076,97.19999695,23.562
2025.7.1 0:01:47.466,23.79999924,94.30000305,23.437
2025.7.1 0:01:48.471,23.70000076,93.90000153,23.437
2025.7.1 0:01:49.466,23.79999924,93.59999847,23.437
2025.7.1 0:01:50.470,23.70000076,94.80000305,23.375
2025.7.1 0:01:51.469,23.60000038,93.09999847,23.312
2025.7.1 0:01:52.471,23.39999962,96.09999847,23.312
2025.7.1 0:01:53.474,23.29999924,96.40000153,23.25
2025.7.1 0:01:54.473,23.20000076,94.90000153,23.25
2025.7.1 0:01:55.469,23.29999924,94.30000305,23.25
2025.7.1 0:01:56.480,23.29999924,94.19999695,23.187
2025.7.1 0:01:57.473,23.20000076,95.30000305,23.125
2025.7.1 0:01:58.485,23.20000076,95.59999847,23.125
2025.7.1 0:01:59.481,23.10000038,98.5,23.062
2025.7.1 0:02:00.477,23.10000038,95.90000153,23.062
2025.7.1 0:02:01.495,23.20000076,95.80000305,23.062
2025.7.1 0:02:02.492,23,97.59999847,23
2025.7.1 0:02:03.503,23,96.59999847,23
2025.7.1 0:02:04.493,23,99.40000153,23
2025.7.1 0:02:05.492,22.89999962,99.90000153,22.937
2025.7.1 0:02:06.499,23,99.90000153,22.937
2025.7.1 0:02:07.491,22.60000038,99.69999695,22.875
2025.7.1 0:02:08.494,22.79999924,99.69999695,22.812
2025.7.1 0:02:09.494,22.79999924,98.59999847,22.812
2025.7.1 0:02:10.492,22.79999924,98.59999847,22.812
2025.7.1 0:02:11.487,22.5,98.19999695,22.75
2025.7.1 0:02:12.513,22.5,99,22.75
2025.7.1 0:02:13.492,22.60000038,99.90000153,22.687
2025.7.1 0:02:14.505,22.70000076,99.19999695,22.687
2025.7.1 0:02:15.492,22.70000076,99.90000153,22.625
2025.7.1 0:02:16.495,22.70000076,98.30000305,22.625
2025.7.1 0:02:17.514,22.70000076,98.80000305,22.625
2025.7.1 0:02:18.510,23,97.30000305,22.562
2025.7.1 0:02:19.498,23,95.80000305,22.562
2025.7.1 0:02:20.519,23.39999962,96.90000153,22.5
2025.7.1 0:02:21.501,23.70000076,95.19999695,22.5
2025.7.1 0:02:22.514,24.10000038,90.40000153,22.562
2025.7.1 0:02:23.510,24.20000076,87.30000305,22.437
2025.7.1 0:02:24.511,24.39999962,88.30000305,22.5
2025.7.1 0:02:25.522,25.20000076,83.19999695,22.5
2025.7.1 0:02:26.512,25.89999962,76.80000305,22.437
2025.7.1 0:02:27.509,26.60000038,71.40000153,22.437
2025.7.1 0:02:28.518,27.10000038,65.30000305,22.5
2025.7.1 0:02:29.525,28.29999924,61.70000076,22.5
2025.7.1 0:02:30.530,28.79999924,60.20000076,22.5
2025.7.1 0:02:31.519,28.79999924,60.90000153,22.5
2025.7.1 0:02:32.519,28.29999924,62.59999847,22.5
2025.7.1 0:02:33.522,28.79999924,63.70000076,22.562
2025.7.1 0:02:34.523,29.5,60.5,22.562
2025.7.1 0:02:35.517,30.89999962,55.5,22.562
2025.7.1 0:02:36.526,31.10000038,54.29999924,22.625
2025.7.1 0:02:37.522,31.10000038,53.79999924,22.625
2025.7.1 0:02:38.526,30.10000038,53.70000076,22.625
2025.7.1 0:02:39.528,31.70000076,53.90000153,22.687
2025.7.1 0:02:40.524,32.09999847,50.29999924,22.75
2025.7.1 0:02:41.547,33.09999847,49.79999924,22.812
2025.7.1 0:02:42.533,32.40000153,51.40000153,22.812
2025.7.1 0:02:43.528,34.29999924,46.09999847,22.875
2025.7.1 0:02:44.532,35.20000076,42.79999924,22.875
2025.7.1 0:02:45.532,35.09999847,43.20000076,22.937
2025.7.1 0:02:46.528,32.90000153,49.29999924,23
2025.7.1 0:02:47.538,32.29999924,51.09999847,23.062
2025.7.1 0:02:48.535,32.79999924,48.40000153,23.125
2025.7.1 0:02:49.539,32.59999847,49.79999924,23.187
2025.7.1 0:02:50.540,32.90000153,50,23.312
2025.7.1 0:02:51.532,33,48.09999847,23.375
2025.7.1 0:02:52.542,32.79999924,47.5,23.375
2025.7.1 0:02:53.553,33.59999847,46.20000076,23.437
2025.7.1 0:02:54.560,33.70000076,46.40000153,23.562
2025.7.1 0:02:55.544,34.79999924,45.20000076,23.687
2025.7.1 0:02:56.541,33.70000076,49,23.687
2025.7.1 0:02:57.546,33.59999847,48.20000076,23.812
2025.7.1 0:02:58.554,33,45.90000153,23.875
2025.7.1 0:02:59.542,34.09999847,49.40000153,23.937
2025.7.1 0:03:00.564,34.09999847,48.5,24
2025.7.1 0:03:02.555,33.5,46.59999847,24.187
2025.7.1 0:03:03.556,34.20000076,44.90000153,24.25
2025.7.1 0:03:04.551,33.79999924,48.5,24.375
2025.7.1 0:03:05.557,35.20000076,50.70000076,24.437
2025.7.1 0:03:06.564,32.5,51.59999847,24.5
2025.7.1 0:03:07.564,31.60000038,53.59999847,24.5
2025.7.1 0:03:08.576,32,55.79999924,24.562
2025.7.1 0:03:09.572,34.29999924,48,24.625
2025.7.1 0:03:10.558,34.59999847,50.90000153,24.687
2025.7.1 0:03:11.562,34.5,52.20000076,24.812
2025.7.1 0:03:12.562,33.79999924,52.90000153,24.812
2025.7.1 0:03:13.565,32.5,52.79999924,24.875
2025.7.1 0:03:14.573,31.10000038,52.40000153,24.875
2025.7.1 0:03:16.568,32.20000076,53.40000153,24.937
2025.7.1 0:03:17.585,31.5,50.90000153,25.062
2025.7.1 0:03:18.582,31.70000076,52,25.125
2025.7.1 0:03:19.593,33,49.29999924,25.125
2025.7.1 0:03:20.576,33.09999847,49.29999924,25.187
2025.7.1 0:03:21.578,32.09999847,51.70000076,25.187
2025.7.1 0:03:22.583,31.89999962,51.29999924,25.25
2025.7.1 0:03:23.584,30.70000076,55.20000076,25.25
2025.7.1 0:03:24.576,30.70000076,56.20000076,25.312
2025.7.1 0:03:25.593,31.89999962,51.90000153,25.375
2025.7.1 0:03:26.589,34,47,25.375
2025.7.1 0:03:27.592,32.59999847,50.79999924,25.437
2025.7.1 0:03:28.590,33.29999924,49,25.437
2025.7.1 0:03:29.586,31.5,90.90000153,25.5
2025.7.1 0:03:30.591,30.60000038,66.40000153,25.562
2025.7.1 0:03:31.589,30.70000076,64.5,25.562
2025.7.1 0:03:32.589,30.29999924,61.09999847,25.562
2025.7.1 0:03:33.599,30.10000038,61,25.562
2025.7.1 0:03:34.590,30.70000076,60.40000153,25.562
2025.7.1 0:03:35.586,30.79999924,56.90000153,25.562
2025.7.1 0:03:36.594,30.89999962,58.09999847,25.625
2025.7.1 0:03:37.594,31.39999962,55,25.625
2025.7.1 0:03:38.593,30.89999962,58.59999847,25.625
2025.7.1 0:03:39.586,31,56.79999924,25.625
2025.7.1 0:03:40.595,31.29999924,56.5,25.687
2025.7.1 0:03:41.600,31.79999924,52.79999924,25.687
2025.7.1 0:03:42.595,31.70000076,53.5,25.687
2025.7.1 0:03:43.594,31.60000038,53.40000153,25.687
2025.7.1 0:03:44.597,31,54.5,25.75
2025.7.1 0:03:45.597,30.89999962,54.90000153,25.75
2025.7.1 0:03:46.599,31.39999962,54.40000153,25.75
2025.7.1 0:03:47.611,31.5,53.59999847,25.812
2025.7.1 0:03:48.600,31.29999924,53.29999924,25.812
2025.7.1 0:03:49.600,30.70000076,53.5,25.812
2025.7.1 0:03:50.606,30.29999924,55.59999847,25.812
2025.7.1 0:03:51.599,30.10000038,55.90000153,25.812
2025.7.1 0:03:52.615,30.39999962,54,25.75
2025.7.1 0:03:53.607,29.89999962,54.29999924,25.812
2025.7.1 0:03:54.607,29.5,56.20000076,25.75
2025.7.1 0:03:55.617,29.60000038,57.20000076,25.75
2025.7.1 0:03:56.604,29.79999924,55.79999924,25.812
2025.7.1 0:03:57.611,29.29999924,56.79999924,25.75
2025.7.1 0:03:58.622,29.10000038,58.29999924,25.75
2025.7.1 0:03:59.619,28.79999924,59.90000153,25.75
2025.7.1 0:04:00.614,29.10000038,59.79999924,25.687
2025.7.1 0:04:01.613,28.5,62.29999924,25.687
2025.7.1 0:04:02.607,28.29999924,65.09999847,25.687
2025.7.1 0:04:03.622,28.39999962,67.90000153,25.625
2025.7.1 0:04:04.620,28.20000076,68.69999695,25.625
2025.7.1 0:04:05.620,28.10000038,70.59999847,25.625
2025.7.1 0:04:06.623,27.79999924,69.90000153,25.562
2025.7.1 0:04:07.624,28,68.69999695,25.562
2025.7.1 0:04:08.621,27.5,66,25.5
2025.7.1 0:04:09.624,27.60000038,67.69999695,25.437
2025.7.1 0:04:10.618,27.60000038,67.80000305,25.437
2025.7.1 0:04:11.635,27.60000038,69.80000305,25.437
2025.7.1 0:04:12.624,27.29999924,72.40000153,25.375
2025.7.1 0:04:13.626,27.39999962,74.59999847,25.375
2025.7.1 0:04:14.628,27.39999962,75.59999847,25.312
2025.7.1 0:04:15.621,27.10000038,77,25.312
2025.7.1 0:04:16.644,26.89999962,79,25.312
2025.7.1 0:04:17.630,26.89999962,80.40000153,25.312
2025.7.1 0:04:18.630,26.89999962,80.5,25.25
2025.7.1 0:04:19.635,26.79999924,81.80000305,25.25
2025.7.1 0:04:20.633,26.79999924,81.19999695,25.25
2025.7.1 0:04:21.626,26.60000038,82.40000153,25.187
2025.7.1 0:04:22.634,26.60000038,84.09999847,25.187
2025.7.1 0:04:23.635,26.5,84.69999695,25.125
2025.7.1 0:04:24.642,26.5,84.69999695,25.125
2025.7.1 0:04:25.642,26.29999924,86.5,25.062
2025.7.1 0:04:26.640,26.29999924,87.59999847,25.062
2025.7.1 0:04:27.655,26.29999924,87.90000153,25
2025.7.1 0:04:28.644,26.29999924,88.19999695,25
2025.7.1 0:04:29.649,26.20000076,89.19999695,25
2025.7.1 0:04:30.657,26.20000076,88.5,24.937
2025.7.1 0:04:31.648,26.20000076,89,24.875
2025.7.1 0:04:32.647,25.89999962,91.30000305,24.875
2025.7.1 0:04:33.643,25.79999924,92.59999847,24.875
2025.7.1 0:04:34.648,25.89999962,93.19999695,24.812
2025.7.1 0:04:35.670,26,93.69999695,24.812
2025.7.1 0:04:36.656,26,94.80000305,24.812
2025.7.1 0:04:37.663,25.89999962,95.09999847,24.812
2025.7.1 0:04:38.661,25.70000076,95.40000153,24.75
2025.7.1 0:04:39.653,25.60000038,99.90000153,24.75
2025.7.1 0:04:40.658,25.39999962,99.90000153,24.75
2025.7.1 0:04:41.663,25.20000076,99.90000153,24.75
2025.7.1 0:04:42.666,25.10000038,99.90000153,24.687
2025.7.1 0:04:43.672,25.10000038,99.90000153,24.687
2025.7.1 0:04:44.663,25.10000038,99.90000153,24.687
2025.7.1 0:04:45.658,25.10000038,99.90000153,24.687
2025.7.1 0:04:46.664,25,99.90000153,24.687
2025.7.1 0:04:47.667,24.89999962,99.90000153,24.625
2025.7.1 0:04:48.682,24.79999924,99.90000153,24.687
2025.7.1 0:04:49.678,24.70000076,99.90000153,24.625
2025.7.1 0:04:50.665,24.39999962,99.90000153,24.625
2025.7.1 0:04:51.685,24.60000038,99.90000153,24.625
2025.7.1 0:04:52.677,24.5,99.90000153,24.625
2025.7.1 0:04:53.668,24.39999962,99.90000153,24.562
2025.7.1 0:04:54.678,24.39999962,99.90000153,24.562
2025.7.1 0:04:55.673,24.5,99.90000153,24.5
2025.7.1 0:04:56.666,24.20000076,99.90000153,24.5
2025.7.1 0:04:57.682,24,99.90000153,24.5
2025.7.1 0:04:58.685,23.89999962,99.90000153,24.437
2025.7.1 0:04:59.683,23.89999962,99.90000153,24.437
2025.7.1 0:05:00.673,23.79999924,99.90000153,24.375
2025.7.1 0:05:01.679,23.70000076,99.90000153,24.312
2025.7.1 0:05:02.685,23.70000076,99.90000153,24.312
2025.7.1 0:05:03.685,23.5,99.90000153,24.312
2025.7.1 0:05:04.678,23.20000076,99.90000153,24.25
2025.7.1 0:05:05.686,23.29999924,99.90000153,24.25
2025.7.1 0:05:06.695,23.39999962,99.90000153,24.187
2025.7.1 0:05:07.694,23.29999924,99.90000153,24.187
2025.7.1 0:05:08.702,23.29999924,99.90000153,24.187
2025.7.1 0:05:09.688,23.29999924,99.90000153,24.125
2025.7.1 0:05:10.696,23.29999924,99.90000153,24.062
2025.7.1 0:05:11.697,23.29999924,99.90000153,24.062
2025.7.1 0:05:12.694,23.39999962,99.90000153,24.062
2025.7.1 0:05:13.701,23.20000076,99.90000153,24
2025.7.1 0:05:14.704,23.10000038,99.90000153,24
2025.7.1 0:05:15.700,23.10000038,99.90000153,24
2025.7.1 0:05:16.700,23.20000076,99.40000153,23.937
2025.7.1 0:05:17.696,23.10000038,99.90000153,23.937
2025.7.1 0:05:18.711,23.10000038,99.59999847,23.875
2025.7.1 0:05:19.708,23,99.90000153,23.812
2025.7.1 0:05:20.706,23,99.90000153,23.875
2025.7.1 0:05:21.717,23,99.69999695,23.812
2025.7.1 0:05:22.705,23,99.90000153,23.812
2025.7.1 0:05:23.715,23,99.59999847,23.75
2025.7.1 0:05:24.717,22.89999962,99.90000153,23.75
2025.7.1 0:05:25.715,22.79999924,99.90000153,23.687
2025.7.1 0:05:26.714,22.79999924,99.90000153,23.687
2025.7.1 0:05:27.722,22.70000076,99.90000153,23.687
2025.7.1 0:05:28.708,22.70000076,98.5,23.687
2025.7.1 0:05:29.729,22.79999924,97.69999695,23.562
2025.7.1 0:05:30.725,22.79999924,95.59999847,23.562
2025.7.1 0:05:31.710,22.79999924,97.19999695,23.562
2025.7.1 0:05:32.728,22.89999962,99.19999695,23.5
2025.7.1 0:05:33.711,22.89999962,99.40000153,23.5
2025.7.1 0:05:34.709,23,99.90000153,23.5
2025.7.1 0:05:35.720,22.79999924,99.90000153,23.437
2025.7.1 0:05:36.717,22.79999924,99.90000153,23.437
2025.7.1 0:05:37.733,22.60000038,99.90000153,23.437
2025.7.1 0:05:38.732,22.5,99.90000153,23.375
2025.7.1 0:05:39.717,22.39999962,98.59999847,23.375
2025.7.1 0:05:40.727,22.5,97.90000153,23.375
2025.7.1 0:05:41.723,22.60000038,99.90000153,23.312
2025.7.1 0:05:42.738,22.60000038,96.59999847,23.312
2025.7.1 0:05:43.728,22.70000076,96.19999695,23.312
2025.7.1 0:05:44.729,22.60000038,97.5,23.312
2025.7.1 0:05:45.735,22.79999924,97.40000153,23.25
2025.7.1 0:05:46.732,22.79999924,96.30000305,23.25
2025.7.1 0:05:47.728,22.70000076,96.90000153,23.25
2025.7.1 0:05:48.736,22.79999924,96.19999695,23.25
2025.7.1 0:05:49.736,22.70000076,97.5,23.187
2025.7.1 0:05:50.728,22.70000076,96.30000305,23.125
2025.7.1 0:05:51.740,22.70000076,95.19999695,23.187
2025.7.1 0:05:52.737,22.79999924,96.80000305,23.125
2025.7.1 0:05:53.752,23.10000038,96.40000153,23.125
2025.7.1 0:05:54.745,22.89999962,96.30000305,23.062
2025.7.1 0:05:55.747,23.10000038,95.59999847,23.062
2025.7.1 0:05:56.755,23,95.59999847,23.062
2025.7.1 0:05:57.745,23.29999924,94.69999695,23
2025.7.1 0:05:58.739,23.29999924,94.30000305,23
2025.7.1 0:05:59.749,23.5,93.69999695,22.937
2025.7.1 0:06:00.745,23.60000038,93.59999847,23
2025.7.1 0:06:01.755,24,92.69999695,22.937
2025.7.1 0:06:02.752,24.5,89.59999847,22.937
2025.7.1 0:06:03.746,24.79999924,88.09999847,22.937
2025.7.1 0:06:04.752,25.89999962,76.5,22.937
2025.7.1 0:06:05.752,27.10000038,68.80000305,23
2025.7.1 0:06:06.748,26.5,73.80000305,23
2025.7.1 0:06:07.756,25.39999962,84.30000305,23
2025.7.1 0:06:08.756,25.10000038,86.09999847,23
2025.7.1 0:06:09.747,25,84.90000153,23
2025.7.1 0:06:10.758,24.89999962,84.59999847,23
2025.7.1 0:06:11.754,25.39999962,83.5,22.937
2025.7.1 0:06:12.768,25.60000038,81,23
2025.7.1 0:06:13.758,25.79999924,81.90000153,23
2025.7.1 0:06:14.756,25.89999962,80.69999695,23
2025.7.1 0:06:15.760,26.20000076,80.09999847,23
2025.7.1 0:06:16.766,26.20000076,81.30000305,23
2025.7.1 0:06:17.764,26.20000076,82.09999847,23
2025.7.1 0:06:18.772,26.10000038,82,23
2025.7.1 0:06:19.766,26,83.80000305,23
2025.7.1 0:06:20.757,25.89999962,83.59999847,23
2025.7.1 0:06:21.774,26.20000076,83.69999695,23
2025.7.1 0:06:22.778,26.29999924,83,23
2025.7.1 0:06:23.762,26.79999924,80,23.062
2025.7.1 0:06:24.769,26.79999924,80.09999847,23.062
2025.7.1 0:06:25.768,27,79.5,23.062
2025.7.1 0:06:26.786,26.70000076,81.69999695,23.062
2025.7.1 0:06:27.774,27.29999924,75.90000153,23.062
2025.7.1 0:06:28.766,28.89999962,68.69999695,23.125
2025.7.1 0:06:29.783,28.70000076,65.09999847,23.187
2025.7.1 0:06:30.774,30.20000076,59.79999924,23.25
2025.7.1 0:06:31.787,30.29999924,57.40000153,23.25
2025.7.1 0:06:32.790,29.89999962,62.5,23.312
2025.7.1 0:06:33.776,32.70000076,53,23.375
2025.7.1 0:06:34.781,33.5,50.59999847,23.375
2025.7.1 0:06:35.782,34,48.5,23.5
2025.7.1 0:06:36.778,34.40000153,45.29999924,23.562
2025.7.1 0:06:37.786,34.40000153,45,23.625
2025.7.1 0:06:38.780,34.90000153,43,23.75
2025.7.1 0:06:39.778,35.79999924,44.09999847,23.812
2025.7.1 0:06:40.788,35.29999924,41.5,23.875
2025.7.1 0:06:41.787,34,44.5,23.937
2025.7.1 0:06:42.806,33.09999847,45.40000153,24
2025.7.1 0:06:43.799,33.79999924,44,24.062
2025.7.1 0:06:44.798,34.29999924,43.09999847,24.062
2025.7.1 0:06:45.795,35.20000076,41.79999924,24.187
2025.7.1 0:06:46.794,35.20000076,41.90000153,24.25
2025.7.1 0:06:47.796,33.59999847,42.90000153,24.25
2025.7.1 0:06:48.797,33.70000076,43.29999924,24.375
2025.7.1 0:06:49.799,33.59999847,43.40000153,24.375
2025.7.1 0:06:50.800,34.79999924,40.79999924,24.437
2025.7.1 0:06:51.802,34.09999847,41.90000153,24.5
2025.7.1 0:06:52.798,34.79999924,41.40000153,24.5
2025.7.1 0:06:53.806,33.40000153,42.59999847,24.5
2025.7.1 0:06:54.803,32.59999847,45.5,24.625
2025.7.1 0:06:55.803,32.09999847,46.90000153,24.625
2025.7.1 0:06:56.817,33.70000076,45.20000076,24.687
2025.7.1 0:06:57.805,34.20000076,44.40000153,24.687
2025.7.1 0:06:58.828,35,44.09999847,24.687
2025.7.1 0:06:59.816,34.79999924,44.79999924,24.75
2025.7.1 0:07:00.810,35,45,24.812
2025.7.1 0:07:01.829,34.40000153,44.20000076,24.875
2025.7.1 0:07:02.824,35.59999847,43.59999847,24.875
2025.7.1 0:07:03.809,35.29999924,44.29999924,24.937
2025.7.1 0:07:04.819,34.90000153,44.59999847,25
2025.7.1 0:07:05.814,34.90000153,45.09999847,25.062
2025.7.1 0:07:06.832,34.40000153,45.20000076,25.062
2025.7.1 0:07:07.817,34.20000076,44.5,25.125
2025.7.1 0:07:08.820,34.70000076,44.20000076,25.187
2025.7.1 0:07:09.835,34.20000076,44.90000153,25.187
2025.7.1 0:07:10.826,34.20000076,45.5,25.25
2025.7.1 0:07:11.828,34.40000153,46,25.25
2025.7.1 0:07:12.836,34.5,45.09999847,25.312
2025.7.1 0:07:13.828,33.70000076,46.5,25.375
2025.7.1 0:07:14.820,33.20000076,47.70000076,25.375
2025.7.1 0:07:15.834,32.70000076,48.09999847,25.437
2025.7.1 0:07:16.829,33.09999847,48,25.5
2025.7.1 0:07:17.841,33,49,25.5
2025.7.1 0:07:18.839,32,49.29999924,25.437
2025.7.1 0:07:19.832,31.70000076,50.20000076,25.5
2025.7.1 0:07:20.843,31.89999962,49.79999924,25.562
2025.7.1 0:07:21.841,32,49.70000076,25.562
2025.7.1 0:07:22.832,31.70000076,50.70000076,25.562
2025.7.1 0:07:23.842,31.79999924,50.5,25.562
2025.7.1 0:07:24.839,31.29999924,51.59999847,25.625
2025.7.1 0:07:25.851,31.29999924,52.09999847,25.625
2025.7.1 0:07:26.847,31.60000038,49.79999924,25.687
2025.7.1 0:07:27.844,31.5,52.40000153,25.687
2025.7.1 0:07:28.853,31.5,51.09999847,25.687
2025.7.1 0:07:29.848,31.29999924,51.79999924,25.687
2025.7.1 0:07:30.859,30.89999962,53.5,25.687
2025.7.1 0:07:31.854,30.89999962,53.09999847,25.687
2025.7.1 0:07:32.849,30.70000076,53.09999847,25.687
2025.7.1 0:07:33.861,30.79999924,52.90000153,25.687
2025.7.1 0:07:34.857,30.5,53.90000153,25.687
2025.7.1 0:07:35.867,30.39999962,54.90000153,25.687
2025.7.1 0:07:36.868,30.10000038,54.79999924,25.687
2025.7.1 0:07:37.857,30.10000038,55.09999847,25.687
2025.7.1 0:07:38.861,29.89999962,55.09999847,25.687
2025.7.1 0:07:39.863,29.79999924,56.29999924,25.687
2025.7.1 0:07:40.860,29.70000076,56,25.687
2025.7.1 0:07:41.874,29.70000076,56.20000076,25.687
2025.7.1 0:07:42.864,29.5,57.5,25.687
2025.7.1 0:07:43.861,29.39999962,58.40000153,25.687
2025.7.1 0:07:44.882,29.39999962,59.20000076,25.687
2025.7.1 0:07:45.864,29.29999924,63.40000153,25.687
2025.7.1 0:07:46.871,29.10000038,67.5,25.687
2025.7.1 0:07:47.884,28.89999962,68.80000305,25.687
2025.7.1 0:07:48.868,28.89999962,68.5,25.687
2025.7.1 0:07:49.866,28.60000038,70.30000305,25.687
