No,Point,CH-A1,CH-A2,CH-A3,CH-A4,CH-A5,CH-B1,CH-B2,CH-B3,CH-B4,CH-B5
58,741.0,0.31,0.13,0.33,0.43,0.32,0.28,0.4,0.33,0.25,0.23
59,754.0,0.27,0.35,0.29,0.31,0.26,0.32,0.32,0.3,0.29,0.48
60,767.0,1.03,1.2,0.93,0.62,0.25,1.07,1.24,1.08,0.81,0.59
61,780.0,0.19,0.33,0.13,0.22,0.21,0.34,0.53,0.38,0.33,0.27
62,793.0,0.28,0.39,0.42,0.53,0.44,0.26,0.38,0.35,0.33,0.27
63,806.0,0.18,0.15,0.2,0.15,0.16,0.11,0.22,0.4,0.15,0.24
64,819.0,0.32,0.2,0.27,0.34,0.19,0.19,0.4,0.3,0.29,0.21
65,832.0,0.21,0.18,0.27,0.16,0.21,0.19,0.3,0.18,0.21,0.27
66,845.0,0.17,0.33,0.16,0.15,0.13,0.22,0.18,0.16,0.4,0.31
67,858.0,0.24,0.27,0.18,0.69,0.29,0.24,0.31,0.36,0.36,0.47
68,871.0,0.25,0.14,0.27,0.32,0.38,0.37,0.23,0.24,0.3,0.37
69,884.0,0.42,0.29,0.33,0.48,0.28,0.33,0.47,0.86,0.43,0.36
70,897.0,0.23,0.28,0.32,0.29,0.26,0.17,0.38,0.2,0.81,1.65
71,910.0,0.11,0.08,0.13,0.38,0.26,0.21,0.38,0.18,0.26,0.34
72,923.0,0.45,0.27,0.39,0.27,0.28,0.32,0.34,0.32,0.33,0.3
73,936.0,0.3,0.23,0.24,0.2,0.13,0.24,0.21,0.29,0.33,0.23
74,949.0,0.38,0.31,0.28,0.28,0.19,0.19,0.32,0.44,0.2,0.19
75,962.0,0.25,0.33,0.35,0.25,0.3,0.51,0.27,0.32,0.17,0.13
76,975.0,0.47,0.41,0.19,0.17,0.14,0.2,0.34,0.12,0.16,0.11
77,988.0,0.31,0.32,0.33,0.33,0.27,0.36,0.51,0.35,0.38,0.27
78,1001.0,0.15,0.22,0.37,0.31,0.27,0.29,0.29,0.15,0.38,0.23
79,1014.0,0.39,0.24,0.18,0.33,0.34,0.29,0.3,0.16,0.33,0.3
80,1027.0,0.19,0.2,0.71,0.2,0.53,0.87,0.82,1.02,0.51,0.28
81,1040.0,0.12,0.15,0.32,0.21,0.16,0.18,0.18,0.19,0.31,0.25
82,1053.0,0.35,0.29,0.23,0.36,0.39,0.36,0.3,0.36,0.65,0.5
83,1066.0,0.11,0.23,0.09,0.25,0.21,0.43,0.18,0.12,0.16,0.2
84,1079.0,0.26,0.26,0.3,0.26,0.24,0.42,0.29,0.24,0.16,0.27
85,1092.0,0.28,0.43,0.31,0.22,0.17,0.39,0.46,0.19,0.26,0.22
86,1105.0,0.17,0.22,0.23,0.17,0.16,0.21,0.21,0.15,0.31,0.37
87,1118.0,0.22,0.3,0.66,0.24,0.24,0.36,0.22,0.41,0.38,0.41
88,1131.0,0.12,0.21,0.37,0.23,0.28,0.21,0.22,0.23,0.27,0.23
89,1144.0,0.28,0.25,0.58,0.67,0.49,0.69,0.59,0.3,0.23,0.5
90,1157.0,0.16,0.12,0.53,0.36,0.34,0.24,0.31,0.25,0.29,0.12
91,1170.0,0.27,0.08,0.18,0.21,0.34,0.18,0.31,0.26,0.61,0.51
92,1183.0,0.31,0.53,0.4,0.47,0.28,0.43,0.4,0.27,0.28,0.39
93,1196.0,0.27,0.28,0.28,0.22,0.18,0.33,0.15,0.12,0.16,0.2
94,1209.0,0.43,0.47,0.49,0.39,0.38,0.22,0.33,0.55,0.18,0.25
95,1222.0,0.38,0.43,0.37,0.58,0.32,0.31,0.23,0.49,0.47,0.2
96,1235.0,0.4,0.49,0.22,0.58,0.25,0.23,0.15,0.44,0.51,0.12
97,1248.0,0.42,0.16,0.58,0.3,0.34,0.3,0.3,0.2,0.28,0.19
98,1261.0,0.16,0.4,0.32,0.21,0.3,0.23,0.26,0.29,0.29,0.33
99,1274.0,0.45,0.55,0.22,0.36,0.26,0.27,0.42,0.41,0.27,0.49
100,1287.0,0.25,0.24,0.16,0.2,0.14,0.27,0.86,0.38,0.25,0.26
101,1300.0,0.22,0.2,0.23,0.23,0.24,0.41,0.23,0.17,0.25,0.24
102,1313.0,0.3,0.43,0.3,0.22,0.39,0.31,0.43,0.23,0.52,0.36
103,1326.0,0.23,0.18,0.12,0.11,0.2,0.31,0.55,0.27,0.16,0.26
104,1339.0,0.12,0.21,0.2,0.22,0.15,0.3,0.53,0.58,0.42,0.27
105,1352.0,0.27,0.09,0.15,0.12,0.11,0.24,0.22,0.78,0.62,0.36
106,1365.0,0.38,0.07,0.08,0.26,0.2,0.23,0.25,0.79,0.58,0.53
107,1378.0,0.45,0.46,0.38,0.42,0.32,0.24,0.52,0.45,0.45,0.41
108,1391.0,0.14,0.1,0.21,0.16,0.22,0.36,0.3,0.47,0.31,0.28
109,1404.0,0.38,0.16,0.31,0.25,0.51,0.24,0.46,0.67,0.88,0.94
110,1417.0,0.12,0.84,0.63,0.72,0.37,0.48,0.18,0.4,0.5,0.49
111,1430.0,0.15,0.85,0.2,0.3,0.55,0.49,0.24,0.57,0.24,0.18
112,1443.0,0.15,0.37,0.41,0.37,0.4,0.78,0.77,0.42,0.58,0.55
113,1456.0,0.26,0.16,0.43,0.22,0.24,0.24,0.24,0.32,0.34,0.15
114,1469.0,0.36,0.22,0.29,0.26,0.35,0.51,0.46,0.5,0.36,0.24
115,1482.0,0.14,0.23,0.12,0.27,0.3,0.28,0.44,0.4,0.34,0.28
116,1495.0,0.28,0.29,0.18,0.17,0.34,0.4,0.37,0.57,0.34,0.23
117,1508.0,0.36,0.26,0.32,0.19,0.12,0.28,0.2,0.46,0.45,0.47
118,1521.0,0.26,0.37,0.11,0.17,0.13,0.22,0.11,0.29,0.45,0.19
119,1534.0,0.18,0.21,0.17,0.3,0.3,0.29,0.24,0.29,0.32,0.19
120,1547.0,0.22,0.34,0.25,0.18,0.1,0.15,0.25,0.24,0.19,0.16
121,1560.0,0.29,0.35,0.23,0.1,0.58,0.71,0.18,0.17,0.16,0.1
122,1573.0,0.39,0.31,0.39,0.32,0.4,0.54,0.6,0.61,0.67,0.44
123,1586.0,0.15,0.17,0.23,0.23,0.19,0.16,0.48,0.43,0.23,0.14
124,1599.0,0.29,0.43,0.19,0.23,0.34,0.34,0.22,0.32,0.35,0.52
125,1612.0,0.22,0.32,0.15,0.23,0.35,0.37,0.37,0.22,0.43,0.27
126,1625.0,0.26,0.4,0.28,0.34,0.27,0.35,0.28,0.23,0.32,0.16
127,1638.0,0.28,0.29,0.44,0.3,0.31,0.5,0.83,0.5,0.29,0.42
128,1651.0,0.35,0.23,0.55,0.36,0.32,0.34,0.39,0.47,0.25,0.37
129,1664.0,0.32,0.25,0.33,0.26,0.38,0.54,0.29,0.97,0.48,0.3
130,1677.0,0.19,0.14,0.16,0.18,0.32,0.32,0.25,2.02,1.14,0.34
131,1690.0,0.11,0.12,0.18,0.18,0.17,0.32,0.23,1.46,0.83,0.14
132,1703.0,0.3,0.58,0.36,0.41,0.41,0.49,0.41,0.48,0.5,0.47
133,1716.0,0.28,0.46,0.29,0.16,0.25,0.36,0.36,0.35,0.42,0.44
134,1729.0,0.34,0.28,0.47,0.33,0.54,0.47,0.37,0.25,0.36,0.2
135,1742.0,0.42,0.51,0.24,0.36,0.32,0.36,0.42,0.21,0.32,0.36
136,1755.0,0.38,0.29,0.48,0.25,0.18,0.3,0.32,0.32,0.25,0.46
137,1768.0,0.43,0.26,0.34,0.46,0.32,0.26,0.22,0.3,0.34,0.29
138,1781.0,0.67,0.44,0.3,0.43,0.4,0.3,0.11,0.23,0.32,0.23
139,1794.0,0.34,0.39,0.23,0.29,0.42,0.16,0.28,0.21,0.21,0.16
140,1807.0,0.2,0.44,0.11,0.22,0.21,0.3,0.2,0.17,0.36,0.2
141,1820.0,0.15,0.17,0.14,0.12,0.38,0.37,0.16,0.2,0.41,0.09
142,1833.0,0.28,0.24,0.24,0.45,0.43,0.34,0.47,0.79,0.49,0.32
143,1846.0,0.43,0.37,0.42,0.65,0.17,0.32,0.32,0.85,0.69,0.51
144,1859.0,0.24,0.29,0.33,0.36,0.19,0.9,0.32,0.46,0.38,0.43
145,1872.0,0.23,0.57,0.23,0.31,0.32,0.31,0.45,0.24,0.36,0.25
146,1885.0,0.16,0.26,0.58,0.15,0.2,0.25,0.56,0.27,0.3,0.21
147,1898.0,0.23,0.36,0.32,0.37,0.74,0.19,0.26,0.31,0.34,0.25
148,1911.0,0.78,0.38,0.41,0.23,0.35,0.52,0.31,0.46,0.35,0.31
149,1924.0,0.65,0.38,0.36,0.43,0.43,0.39,0.35,0.22,0.29,0.47
150,1937.0,0.39,0.49,0.18,0.31,0.39,0.16,0.2,0.24,0.37,0.4
151,1950.0,0.14,0.22,0.18,0.32,0.29,0.46,0.15,0.27,0.29,0.35
152,1963.0,0.2,0.2,0.48,0.4,0.32,0.5,0.19,0.25,0.56,0.25
153,1976.0,0.3,0.38,0.67,0.15,0.24,0.46,0.28,0.33,0.41,0.24
154,1989.0,0.33,0.43,0.35,0.44,0.23,0.15,0.25,0.23,0.3,0.23
155,2002.0,0.21,0.2,0.48,0.31,0.3,0.19,0.33,0.31,0.2,0.14
156,2015.0,0.31,0.65,0.51,0.33,0.11,0.3,0.27,0.32,0.46,0.12
157,2028.0,0.67,0.18,0.25,0.16,0.22,0.24,0.27,0.41,0.5,0.26
158,2041.0,0.45,0.46,0.26,0.41,0.2,0.52,0.17,0.44,0.55,0.34
159,2054.0,0.52,0.61,0.36,0.25,0.3,0.35,0.26,0.48,0.39,0.44
160,2067.0,0.14,0.36,0.3,0.17,0.12,0.39,0.61,0.46,0.24,0.27
161,2080.0,0.1,0.13,0.33,0.17,0.09,0.14,0.17,0.31,0.32,0.11
162,2093.0,0.38,0.68,0.37,0.26,0.17,0.33,0.24,0.32,0.27,0.18
163,2106.0,0.24,0.5,0.58,0.37,0.46,0.35,0.53,0.73,0.39,0.33
164,2119.0,0.23,0.31,0.44,0.43,0.21,0.37,0.49,0.62,0.65,0.31
165,2132.0,0.19,0.44,0.23,0.27,0.29,0.4,0.38,0.69,0.73,0.38
166,2145.0,0.15,0.43,0.18,0.3,0.18,0.69,0.38,0.55,0.63,0.36
167,2158.0,0.25,0.22,0.17,0.33,0.26,0.43,0.42,0.36,0.55,0.42
168,2171.0,0.33,0.46,0.47,0.26,0.29,0.53,0.64,0.83,0.41,0.32
169,2184.0,0.24,0.2,0.28,0.22,0.16,0.34,0.52,0.59,0.48,0.43
170,2197.0,0.32,0.23,0.27,0.22,0.28,0.71,1.06,0.42,0.89,0.28
171,2210.0,0.81,1.41,0.85,0.22,0.48,0.24,0.26,0.5,0.2,0.21
172,2223.0,0.52,0.34,0.27,0.22,0.34,0.42,0.28,0.2,0.32,0.38
173,2236.0,0.45,0.46,0.24,0.33,0.27,0.48,0.57,0.66,0.54,0.13
174,2249.0,0.27,0.4,0.17,0.32,0.19,0.25,0.32,0.22,0.45,0.24
175,2262.0,0.42,0.28,0.29,0.31,0.49,0.28,0.23,0.38,0.62,0.51
176,2275.0,0.14,0.16,0.35,0.52,0.25,0.38,0.26,0.25,0.38,0.37
177,2288.0,0.18,0.27,0.17,0.42,0.13,0.19,0.39,0.27,0.27,0.31
178,2301.0,0.18,0.22,0.34,0.28,0.34,0.37,0.62,1.06,0.63,0.5
179,2314.0,0.16,0.34,0.38,0.26,0.2,0.2,0.11,0.37,0.5,0.54
180,2327.0,0.16,0.26,0.31,0.33,0.24,0.15,0.2,0.23,0.35,0.36
181,2340.0,0.14,0.2,0.25,0.27,0.3,0.32,0.22,0.3,0.27,0.2
182,2353.0,1.09,0.2,0.5,0.3,0.41,0.41,0.35,0.39,0.25,0.38
183,2366.0,0.39,0.41,0.26,0.39,0.35,0.61,0.6,0.56,0.3,0.37
184,2379.0,0.18,0.19,0.31,0.33,0.84,0.6,0.23,0.29,0.8,0.31
185,2392.0,0.28,0.45,0.43,0.51,0.31,0.18,0.22,0.25,0.43,0.26
186,2405.0,0.53,0.23,0.46,0.36,0.39,0.37,0.28,0.24,0.14,0.43
187,2418.0,0.41,0.39,0.26,0.21,0.25,0.42,0.31,0.16,0.2,0.23
188,2431.0,0.65,0.78,0.34,0.56,0.53,0.4,0.31,0.32,0.3,0.23
189,2444.0,0.41,0.36,0.54,0.41,0.2,0.21,0.15,0.17,0.19,0.16
190,2457.0,0.36,0.19,0.12,0.25,0.16,0.16,0.35,0.39,0.33,0.24
191,2470.0,0.17,0.12,0.42,0.75,0.27,0.23,0.2,0.27,0.22,0.18
192,2483.0,0.22,0.15,0.25,0.13,0.08,0.09,0.1,0.2,0.24,0.22
193,2496.0,0.61,0.29,0.45,0.24,0.14,0.17,0.12,0.13,0.28,0.21
194,2509.0,0.13,0.34,0.26,0.29,0.17,0.23,0.19,0.32,0.21,0.12
195,2522.0,0.21,0.13,0.33,0.26,0.35,0.21,0.43,0.38,0.28,0.48
196,2535.0,0.1,0.12,0.19,0.28,0.16,0.62,0.58,0.37,0.38,0.26
197,2548.0,0.15,0.14,0.2,0.1,0.24,0.47,0.35,0.39,0.43,0.19
198,2561.0,0.23,0.21,0.16,0.24,0.52,0.63,0.31,0.51,0.76,0.96
199,2574.0,0.2,0.38,0.33,0.58,0.33,0.23,0.37,0.19,0.24,0.5
200,2587.0,0.3,0.16,0.33,0.48,0.25,0.2,0.42,1.11,0.22,0.11
201,2600.0,0.22,0.16,0.26,0.15,0.16,0.16,0.26,0.38,0.43,0.34
202,2613.0,0.36,0.47,0.19,0.29,0.26,0.72,0.22,0.16,0.29,0.1
203,2626.0,0.34,0.62,0.31,0.39,0.34,0.61,0.53,0.34,0.45,0.53
204,2639.0,0.28,0.23,0.19,0.34,0.08,0.26,0.34,0.55,0.33,0.23
205,2652.0,0.24,0.24,0.19,0.28,0.26,0.2,0.51,0.38,0.42,0.26
206,2665.0,0.69,0.26,0.43,0.21,0.26,0.42,0.22,0.11,0.23,0.17
207,2678.0,0.18,0.61,0.17,0.31,0.14,0.29,0.13,0.19,0.28,0.2
208,2691.0,0.47,0.21,0.31,0.61,0.48,0.46,1.73,0.47,0.43,0.29
209,2704.0,0.3,0.58,0.49,0.23,0.26,0.14,0.95,0.36,0.49,0.29
210,2717.0,0.15,0.39,0.14,0.25,0.21,0.11,0.39,0.16,0.35,0.51
211,2730.0,0.2,0.23,0.13,0.44,0.15,0.19,0.17,0.28,0.38,0.28
212,2743.0,0.28,0.13,0.13,0.32,0.28,0.15,0.12,0.4,0.75,0.59
213,2756.0,0.27,0.39,0.22,0.36,0.51,0.29,0.53,0.48,0.49,0.47
214,2769.0,0.39,0.13,0.23,0.14,0.22,0.2,0.26,0.22,0.5,0.28
215,2782.0,0.32,0.45,0.37,0.32,0.21,1.32,0.28,1.02,0.56,0.52
216,2795.0,0.51,0.44,0.55,0.32,0.41,0.27,0.71,0.46,0.49,0.25
217,2808.0,0.21,0.37,0.31,0.57,0.81,0.13,0.68,0.84,0.36,0.43
218,2821.0,0.39,0.62,0.44,0.55,0.83,0.66,0.66,0.53,0.73,0.47
219,2834.0,0.42,0.16,0.32,0.12,0.16,0.32,0.55,0.23,0.29,0.84
220,2847.0,0.19,0.3,0.58,0.27,0.18,0.4,0.47,0.19,0.3,0.23
221,2860.0,0.14,0.23,0.08,0.19,0.21,0.38,0.19,0.24,0.42,0.39
222,2873.0,0.19,0.34,0.18,0.12,0.2,0.5,0.1,0.2,0.34,0.16
223,2886.0,0.52,0.32,0.4,0.56,0.64,0.63,0.34,0.47,0.62,0.14
224,2899.0,0.21,0.41,0.37,0.35,0.16,0.42,0.22,0.33,0.32,0.15
225,2912.0,0.2,0.18,0.33,0.2,0.18,0.79,0.39,0.47,0.44,0.34
226,2925.0,0.28,0.19,0.19,0.27,0.11,0.22,0.44,0.34,0.57,0.4
227,2938.0,0.31,0.1,0.46,0.18,0.3,0.35,0.98,0.19,0.67,0.41
228,2951.0,0.37,0.23,0.52,0.4,0.32,0.4,0.49,0.4,0.81,0.32
229,2964.0,0.18,0.13,0.12,0.36,0.13,0.19,0.13,0.19,0.37,0.27
230,2977.0,0.41,0.56,0.6,0.54,0.24,0.42,0.7,0.4,0.28,0.28
231,2990.0,0.18,0.31,0.2,0.25,0.12,0.43,0.3,0.43,0.84,0.48
232,3003.0,0.16,0.23,0.18,0.2,0.27,0.27,0.77,0.19,0.39,0.13
233,3016.0,0.32,0.33,0.21,0.39,0.16,0.25,0.3,0.29,0.51,0.78
234,3029.0,0.36,0.2,0.13,0.2,0.15,0.14,0.28,0.17,0.45,0.42
235,3042.0,0.26,0.25,0.31,0.2,0.32,0.28,0.42,0.31,0.39,0.21
236,3055.0,0.16,0.14,0.26,0.36,0.24,0.35,0.34,0.27,0.32,0.2
237,3068.0,0.33,0.28,0.27,0.4,0.34,0.36,0.22,0.35,0.8,0.25
238,3081.0,0.3,0.37,0.28,0.27,0.3,0.58,0.5,0.34,0.6,0.4
239,3094.0,0.13,0.17,0.32,0.11,0.12,0.24,0.39,0.39,0.39,0.21
240,3107.0,0.13,0.2,0.15,0.11,0.12,0.17,0.39,0.65,0.21,0.64
241,3120.0,0.11,0.25,0.11,0.09,0.16,0.17,0.14,0.22,0.46,0.16
242,3133.0,0.21,0.2,0.16,0.14,0.13,0.23,0.2,0.33,0.21,0.27
243,3146.0,0.54,0.39,0.36,0.33,0.18,0.96,0.37,1.51,0.52,0.44
244,3159.0,0.21,0.17,0.19,0.21,0.08,0.2,0.24,0.2,0.18,0.15
245,3172.0,0.35,0.32,0.41,0.2,0.51,0.3,0.28,0.46,0.5,0.31
246,3185.0,0.13,0.13,0.35,0.26,0.14,0.22,0.38,0.39,0.64,0.23
247,3198.0,0.11,0.1,0.12,0.16,0.09,0.2,0.25,0.16,0.92,0.4
248,3211.0,0.25,0.3,0.31,0.25,0.24,0.35,0.4,0.37,0.47,0.34
249,3224.0,0.26,0.35,0.18,0.09,0.26,0.23,0.29,0.19,0.23,0.28
250,3237.0,0.17,0.16,0.15,0.12,0.14,0.19,0.25,0.22,0.34,0.17
251,3250.0,0.26,0.25,0.31,0.43,0.15,0.2,0.74,2.4,1.64,0.15
252,3263.0,0.26,0.33,0.67,0.46,0.3,0.14,0.19,0.19,0.45,0.47
253,3276.0,0.28,0.29,0.4,0.29,0.44,0.69,0.33,0.49,0.71,1.04
254,3289.0,0.3,0.25,0.9,0.3,0.18,0.27,0.26,0.22,0.27,0.27
255,3302.0,0.3,0.3,0.27,0.21,0.4,0.23,0.34,0.22,0.31,0.4
256,3315.0,0.09,0.23,0.17,0.31,0.22,0.22,0.93,0.17,0.32,0.16
257,3328.0,0.08,0.37,0.39,0.38,0.2,0.3,0.19,0.24,0.15,0.23
258,3341.0,0.32,0.48,0.41,0.43,0.26,0.24,0.23,0.22,0.25,0.41
259,3354.0,0.59,0.3,0.44,0.33,0.23,0.2,0.25,0.2,0.24,0.45
260,3367.0,0.18,0.46,0.29,0.18,0.23,0.36,0.38,0.24,0.31,0.25
261,3380.0,0.48,0.62,0.29,0.13,0.19,0.28,0.13,0.39,0.39,0.24
262,3393.0,0.22,0.35,0.87,0.16,0.19,0.12,0.26,0.27,0.48,0.18
263,3406.0,0.95,0.33,0.23,0.37,0.31,0.33,0.46,0.45,0.41,0.31
264,3419.0,0.2,0.29,0.19,0.23,0.24,0.23,0.17,0.38,0.41,0.27
265,3432.0,0.27,0.24,0.28,0.13,0.28,0.18,0.14,0.19,0.19,0.18
266,3445.0,0.1,0.26,0.26,0.19,0.13,0.26,0.44,0.4,0.18,0.11
267,3458.0,0.19,0.35,0.43,0.2,0.18,0.33,0.2,0.15,0.17,0.11
268,3471.0,0.4,0.22,0.2,0.3,0.38,0.17,0.22,0.25,0.53,0.58
269,3484.0,0.3,0.32,0.46,0.59,0.18,0.23,0.25,0.27,0.54,0.58
270,3497.0,0.14,0.18,0.43,0.55,0.2,0.34,0.24,0.43,0.3,0.3
271,3510.0,0.34,0.24,0.2,0.3,0.89,0.23,0.31,0.25,0.37,0.31
272,3523.0,0.26,0.16,0.1,0.22,0.31,0.15,0.26,0.17,0.32,0.23
273,3536.0,0.38,0.22,0.21,0.21,0.25,0.14,0.14,0.19,0.34,0.19
274,3549.0,0.23,0.23,0.12,0.16,0.16,0.27,0.36,0.21,0.41,0.32
275,3562.0,0.23,0.37,0.2,0.3,0.25,0.42,0.19,0.24,0.65,0.26
276,3575.0,0.59,0.37,0.35,0.44,0.35,0.12,0.18,0.32,0.27,0.07
277,3588.0,0.56,0.5,0.34,0.22,0.27,0.24,0.45,0.39,0.4,0.14
278,3601.0,0.12,0.19,0.22,0.19,0.14,0.46,0.35,0.42,0.41,0.27
279,3614.0,0.51,0.23,0.25,0.29,0.26,0.54,0.45,0.71,0.36,0.25
280,3627.0,0.25,0.3,0.15,0.18,0.25,0.16,0.5,0.15,0.21,0.12
281,3640.0,0.25,0.39,0.34,0.32,0.2,0.1,0.09,0.13,0.34,0.26
282,3653.0,0.22,0.35,0.11,0.11,0.14,0.19,0.29,0.41,0.38,0.33
283,3666.0,0.19,0.21,0.39,0.58,1.11,0.6,0.6,0.42,0.23,0.46
284,3679.0,0.41,0.31,0.59,0.65,1.3,0.46,1.1,0.54,0.39,0.39
285,3692.0,0.21,0.38,0.26,0.36,0.14,0.27,0.24,0.33,0.33,0.49
286,3705.0,0.29,0.24,0.39,0.39,0.18,0.33,0.22,0.33,0.45,0.43
287,3718.0,1.17,0.85,0.1,0.12,0.13,0.14,0.2,0.17,0.35,1.28
288,3731.0,0.22,0.19,0.36,0.46,0.34,0.2,0.23,0.32,0.32,0.18
289,3744.0,0.36,0.45,0.53,0.45,0.33,0.39,0.71,0.68,0.7,0.15
290,3757.0,0.24,0.31,0.17,0.14,0.13,0.62,0.21,0.24,0.23,0.24
291,3770.0,0.15,0.28,0.13,0.15,0.15,0.22,1.11,0.46,0.64,0.64
292,3783.0,0.27,0.15,0.38,0.15,0.14,0.24,0.79,0.13,0.35,0.3
293,3796.0,0.29,0.25,0.5,0.35,0.24,0.38,0.39,0.33,0.4,0.25
294,3809.0,0.36,1.28,0.91,2.59,0.51,0.4,0.51,0.38,0.52,0.4
295,3822.0,0.34,0.18,0.2,0.28,0.22,0.37,0.56,0.49,0.23,0.24
296,3835.0,0.26,0.23,0.22,0.33,0.33,0.3,0.32,0.5,0.52,0.33
297,3848.0,0.27,0.4,0.31,0.22,0.28,0.35,0.12,0.29,0.81,0.7
298,3861.0,0.36,0.2,0.37,0.33,0.21,0.33,0.15,0.42,0.69,0.33
299,3874.0,0.26,0.33,0.22,0.33,0.21,0.59,0.3,0.26,0.39,0.27
