No,Point,CH-A1,CH-A2,CH-A3,CH-A4,CH-A5,CH-B1,CH-B2,CH-B3,CH-B4,CH-B5
43,546.0,0.14,0.18,0.31,0.49,0.48,0.2,0.14,0.14,0.21,0.2
44,559.0,0.1,0.09,0.43,0.48,0.19,0.14,0.12,0.14,0.17,0.17
45,572.0,0.14,0.21,0.24,0.33,0.17,0.38,0.2,0.1,0.2,0.11
46,585.0,0.16,0.14,0.22,0.24,0.36,0.23,0.66,0.19,0.25,0.1
47,598.0,0.09,0.1,0.17,0.06,0.18,0.21,0.45,0.17,0.2,0.28
48,611.0,0.28,0.22,0.14,0.21,0.25,0.35,0.44,0.42,0.3,0.4
49,624.0,0.19,0.22,0.12,0.16,0.15,0.15,0.17,0.29,0.27,0.27
50,637.0,0.08,0.23,0.12,0.15,0.1,0.13,0.13,0.2,0.24,0.27
51,650.0,0.14,1.14,2.15,2.36,0.57,0.17,0.09,0.17,0.45,1.29
52,663.0,0.23,0.1,0.1,0.12,0.11,0.37,0.13,0.12,0.3,0.14
53,676.0,0.26,0.17,0.17,0.12,0.13,0.27,0.21,0.19,0.17,0.23
54,689.0,0.21,0.3,0.11,0.1,0.15,0.11,0.09,0.21,0.11,0.13
55,702.0,0.36,0.51,0.28,0.07,0.21,0.15,0.13,0.14,0.17,0.13
56,715.0,0.26,0.3,0.3,0.17,0.24,0.15,0.11,0.19,0.19,0.18
57,728.0,0.24,0.54,0.3,0.17,0.14,0.14,0.15,0.12,0.13,0.09
58,741.0,0.11,0.49,0.36,0.67,0.22,0.14,0.29,0.31,0.3,0.15
59,754.0,0.34,0.25,0.7,0.67,0.24,0.2,0.19,0.44,0.33,0.22
60,767.0,0.56,0.33,0.36,0.58,0.3,0.2,0.29,0.22,0.62,0.22
61,780.0,0.23,0.09,0.3,0.37,0.18,0.22,0.23,0.18,0.48,0.45
62,793.0,0.12,0.09,0.21,0.25,0.1,0.16,0.21,0.22,0.2,0.27
63,806.0,0.19,0.15,0.14,0.15,0.16,0.31,0.38,0.57,0.18,0.45
64,819.0,0.14,0.09,0.13,0.16,0.09,0.08,0.19,0.57,0.22,0.16
65,832.0,0.09,0.16,0.08,0.13,0.09,0.14,0.3,0.48,0.17,0.22
66,845.0,0.19,0.25,0.15,0.12,0.13,0.4,0.28,0.39,0.49,0.45
67,858.0,0.18,0.16,0.2,0.24,0.17,0.4,0.35,0.24,0.48,0.71
68,871.0,0.36,0.38,0.31,0.35,0.14,0.17,0.65,0.82,0.82,0.53
69,884.0,0.12,0.37,0.18,0.12,0.12,0.13,0.22,0.29,0.41,0.29
70,897.0,0.21,0.11,0.14,0.13,0.13,0.19,0.19,0.56,0.36,0.34
71,910.0,0.08,0.12,0.1,0.13,0.14,0.12,0.11,0.24,0.32,0.19
72,923.0,0.12,0.13,0.11,0.14,0.08,0.11,0.09,0.11,0.24,0.16
73,936.0,0.14,0.14,0.15,0.34,0.33,0.2,0.16,0.16,0.18,0.19
74,949.0,0.17,0.11,0.09,0.28,0.11,0.19,0.11,0.17,0.15,0.09
75,962.0,0.25,0.17,0.18,0.37,0.23,0.28,0.42,0.17,0.09,0.18
76,975.0,0.16,0.11,0.15,0.38,0.22,0.35,0.15,0.19,0.25,0.12
77,988.0,0.25,0.29,0.25,0.42,0.18,0.64,0.14,0.11,0.33,0.24
78,1001.0,0.42,0.25,0.21,0.36,0.34,0.2,0.16,0.34,0.25,0.27
79,1014.0,0.34,0.22,0.17,0.12,0.14,0.14,0.11,0.17,0.21,0.56
80,1027.0,0.36,0.3,0.37,0.27,0.33,0.2,0.21,0.18,0.15,0.19
81,1040.0,0.67,0.41,0.45,0.15,0.3,0.38,0.2,0.36,0.19,0.16
82,1053.0,0.51,0.1,0.44,0.1,0.17,0.48,0.4,0.25,0.19,0.16
83,1066.0,0.42,0.36,0.1,0.16,0.16,0.25,0.43,0.32,0.23,0.17
84,1079.0,0.17,0.29,0.11,0.14,0.12,0.1,0.3,0.23,0.36,0.12
85,1092.0,0.25,0.21,0.18,0.12,0.11,0.18,0.14,0.23,0.35,0.35
86,1105.0,0.13,0.25,0.17,0.14,0.09,0.13,0.1,0.11,0.09,0.14
87,1118.0,0.09,0.16,0.17,0.12,0.09,0.16,0.09,0.25,0.24,0.44
88,1131.0,0.29,0.27,0.16,0.16,0.1,0.2,0.4,0.27,0.42,0.32
89,1144.0,0.38,0.15,0.3,0.14,0.18,0.19,0.46,0.3,0.32,0.23
90,1157.0,0.18,0.23,0.31,0.19,0.17,0.25,0.22,0.32,0.59,0.54
91,1170.0,0.96,0.41,0.11,0.15,0.13,0.19,0.41,0.14,0.79,0.79
92,1183.0,0.28,0.09,0.28,0.1,0.08,0.09,0.26,0.11,0.18,0.29
93,1196.0,0.24,0.16,0.49,0.32,0.32,0.1,0.27,0.19,0.55,0.27
94,1209.0,0.57,0.43,0.24,0.18,0.17,0.13,0.09,0.17,0.56,0.24
95,1222.0,0.23,0.43,0.33,0.5,0.1,0.18,0.25,0.18,0.17,0.16
96,1235.0,0.45,0.29,0.37,0.16,0.13,0.14,0.16,0.16,0.22,0.16
97,1248.0,0.53,0.36,0.33,0.15,0.17,0.13,0.13,0.43,0.19,0.14
98,1261.0,0.26,0.27,0.31,0.23,0.4,0.24,0.38,0.31,0.13,0.19
99,1274.0,0.39,0.25,0.31,0.37,0.21,0.41,0.78,0.48,0.38,0.34
100,1287.0,0.32,0.35,0.16,0.19,0.23,0.39,0.25,0.39,0.31,0.31
101,1300.0,0.58,0.23,0.31,0.14,0.15,0.08,0.33,0.38,1.33,1.12
102,1313.0,1.22,0.16,0.75,0.88,0.81,1.11,0.16,0.34,0.37,0.45
103,1326.0,0.16,0.35,0.11,0.16,0.09,0.07,0.2,0.29,0.39,0.2
104,1339.0,0.31,0.37,0.37,0.33,0.22,0.14,0.17,0.58,0.85,0.38
105,1352.0,0.1,0.14,0.21,0.23,0.23,0.21,0.28,0.3,0.38,0.71
106,1365.0,0.19,0.19,0.23,0.12,0.09,0.12,0.18,0.22,0.5,0.28
107,1378.0,0.45,0.09,0.1,0.14,0.16,0.09,0.08,0.15,0.5,0.4
108,1391.0,0.16,0.3,0.11,0.2,0.13,0.19,0.24,0.27,0.36,0.2
109,1404.0,0.3,0.17,0.2,0.36,0.16,0.23,0.35,0.44,0.31,0.35
110,1417.0,0.29,0.18,0.3,0.17,0.15,0.12,0.11,0.15,0.6,0.49
111,1430.0,0.17,0.54,0.45,0.35,0.29,0.24,0.1,0.16,0.71,0.51
112,1443.0,0.43,0.43,0.29,0.17,0.14,0.21,0.16,0.22,1.05,0.73
113,1456.0,0.13,0.19,0.27,0.32,0.42,0.25,0.48,0.33,0.22,0.26
114,1469.0,0.12,0.39,0.41,0.36,0.7,0.61,0.27,0.38,0.3,0.35
115,1482.0,0.21,0.18,0.37,0.31,0.25,0.66,0.4,0.51,0.27,0.16
116,1495.0,0.27,0.19,0.1,0.2,0.26,0.5,0.29,0.45,0.41,0.32
117,1508.0,0.3,0.16,0.24,0.11,0.23,0.27,0.32,0.49,0.22,0.33
118,1521.0,0.12,0.26,0.17,0.13,0.12,0.18,0.19,0.33,0.46,0.37
119,1534.0,0.2,0.16,0.15,0.13,0.22,0.14,0.17,0.51,0.43,0.36
120,1547.0,0.22,0.16,0.12,0.15,0.18,0.16,0.14,0.23,0.31,0.31
121,1560.0,0.38,0.16,0.09,0.15,0.1,0.15,0.12,0.14,0.61,0.39
122,1573.0,0.35,0.14,0.13,0.16,0.1,0.13,0.15,0.24,0.35,0.32
123,1586.0,0.28,0.15,0.16,0.1,0.06,0.14,0.13,0.43,0.24,0.43
124,1599.0,0.26,0.61,0.18,0.23,0.17,0.34,0.19,0.61,0.18,0.37
125,1612.0,0.26,0.43,0.24,0.09,0.08,0.14,0.17,0.32,0.63,0.15
126,1625.0,0.21,0.21,0.2,0.16,0.15,0.13,0.28,0.3,0.33,0.17
127,1638.0,0.15,0.42,0.41,0.19,0.36,0.36,0.65,0.37,0.66,0.29
128,1651.0,0.13,0.28,0.47,0.51,0.25,0.39,0.42,0.29,0.46,0.24
129,1664.0,0.18,0.31,0.33,0.49,0.42,0.48,0.36,0.59,0.47,0.29
130,1677.0,0.51,0.29,0.26,0.21,0.43,0.41,0.41,0.96,0.63,0.65
131,1690.0,0.41,0.1,0.16,0.13,0.34,0.17,0.19,0.58,0.39,0.31
132,1703.0,0.34,0.26,0.31,0.13,0.19,0.25,0.38,0.68,0.57,0.62
133,1716.0,0.59,0.35,0.13,0.14,0.12,0.24,0.35,0.29,0.31,0.24
134,1729.0,0.64,0.44,0.26,0.16,0.17,0.27,0.27,0.14,0.51,0.23
135,1742.0,0.25,0.23,0.1,0.09,0.06,0.25,0.17,0.31,0.85,0.14
136,1755.0,0.22,0.17,0.19,0.15,0.28,0.22,0.42,0.19,0.32,0.2
137,1768.0,0.39,0.14,0.18,0.22,0.08,0.12,0.1,0.44,0.35,0.37
138,1781.0,0.34,0.47,0.26,0.12,0.14,0.23,0.13,0.15,0.32,0.29
139,1794.0,0.41,0.63,0.52,0.34,0.38,0.69,0.28,0.39,0.39,0.2
140,1807.0,0.27,0.27,0.15,0.15,0.23,0.21,0.15,0.53,0.29,0.38
141,1820.0,0.25,0.26,0.22,0.21,0.11,0.19,0.13,0.43,0.52,0.3
142,1833.0,0.42,0.12,1.37,1.91,2.03,2.32,1.37,0.83,0.5,0.44
143,1846.0,0.15,0.31,0.13,0.18,0.18,0.16,0.12,0.33,0.34,0.64
144,1859.0,0.23,0.45,0.37,0.31,0.2,0.81,0.48,0.5,0.77,0.51
145,1872.0,0.09,0.11,0.1,0.13,0.16,0.62,0.48,0.25,0.46,0.17
146,1885.0,0.13,0.14,0.14,0.17,0.26,0.2,0.44,0.37,0.38,0.3
147,1898.0,0.23,0.19,0.23,0.24,0.11,0.16,0.44,0.25,0.66,0.24
148,1911.0,0.25,0.47,0.15,0.09,0.1,0.22,0.14,0.23,0.36,0.19
149,1924.0,0.4,0.42,0.31,0.46,0.24,0.23,0.15,0.51,0.41,0.23
150,1937.0,0.4,0.25,0.18,0.3,0.2,0.16,0.15,0.33,0.19,0.25
151,1950.0,0.52,0.15,0.31,0.21,0.26,0.23,0.19,0.3,0.27,0.18
152,1963.0,0.16,0.25,0.21,0.14,0.15,0.1,0.13,0.2,0.13,0.15
153,1976.0,0.23,0.29,0.25,0.32,0.08,0.34,0.9,0.54,0.2,0.28
154,1989.0,0.47,0.37,0.22,0.57,0.33,0.57,0.39,0.37,0.4,0.2
155,2002.0,0.16,0.13,0.15,0.24,0.23,0.74,0.24,0.2,0.24,0.26
156,2015.0,0.19,0.18,0.12,0.4,0.31,0.43,0.34,0.35,0.47,0.24
157,2028.0,0.14,0.12,0.12,0.14,0.38,0.41,0.31,0.55,0.27,0.15
158,2041.0,0.11,0.1,0.16,0.13,0.18,0.46,0.5,0.6,0.28,0.22
159,2054.0,0.23,0.24,0.27,0.23,0.23,0.64,0.32,0.78,0.57,0.21
160,2067.0,0.21,0.17,0.24,0.22,0.13,0.14,0.22,0.33,0.43,0.2
161,2080.0,0.14,0.21,0.22,0.26,0.15,0.41,0.19,0.18,0.69,0.34
162,2093.0,0.1,0.12,0.15,0.19,0.24,0.33,2.47,3.16,3.54,3.56
163,2106.0,0.11,0.15,0.13,0.15,0.26,0.18,0.31,0.44,0.35,0.11
164,2119.0,0.19,0.36,0.42,0.43,0.5,0.52,0.41,0.41,0.11,0.38
165,2132.0,0.1,0.13,0.25,0.29,0.1,0.28,0.14,0.25,0.59,0.17
166,2145.0,0.12,0.52,0.2,0.21,0.25,0.36,0.28,0.23,0.53,0.29
167,2158.0,0.31,0.1,0.4,0.59,0.23,0.82,0.52,0.25,0.61,0.1
168,2171.0,0.63,0.37,0.6,0.51,0.45,0.61,0.32,0.28,0.15,0.16
169,2184.0,0.34,0.29,0.25,0.36,0.38,0.42,0.41,0.36,0.5,0.18
170,2197.0,0.21,0.21,0.09,0.12,0.1,0.17,0.14,0.48,0.44,0.42
171,2210.0,0.22,0.5,0.15,0.14,0.21,0.2,0.34,0.55,0.51,0.42
172,2223.0,0.26,0.15,0.07,0.17,0.09,0.19,0.13,0.17,0.43,0.13
173,2236.0,0.2,0.14,0.4,0.18,0.12,0.24,0.1,0.21,0.43,0.14
174,2249.0,0.57,0.28,0.33,0.16,0.4,0.43,0.32,0.42,0.24,0.26
175,2262.0,0.48,0.1,0.15,0.19,0.12,0.16,0.22,0.13,0.21,0.14
176,2275.0,0.48,0.22,0.25,0.24,0.21,0.48,0.45,0.37,0.35,0.43
177,2288.0,0.17,0.21,0.09,0.15,0.28,0.38,0.66,0.31,0.34,0.24
178,2301.0,0.38,0.29,0.1,0.14,0.08,0.11,0.35,0.55,0.66,0.22
179,2314.0,0.42,0.32,0.2,0.15,0.23,0.18,0.31,0.38,0.22,0.38
180,2327.0,0.35,0.13,0.12,0.1,0.14,0.09,0.16,0.71,0.38,0.22
181,2340.0,0.57,0.27,0.29,0.25,0.11,0.24,0.38,0.34,0.39,0.46
182,2353.0,0.5,0.61,0.27,0.25,0.09,0.26,0.13,0.22,0.44,0.38
183,2366.0,0.25,0.49,0.22,0.14,0.16,0.11,0.3,0.52,0.29,0.27
184,2379.0,0.15,0.45,0.28,0.22,0.39,0.11,0.39,0.59,0.72,0.5
185,2392.0,0.13,0.19,0.16,0.12,0.13,0.24,0.12,0.25,0.49,0.33
186,2405.0,0.19,0.24,0.15,0.26,0.25,0.28,0.39,0.33,0.37,0.31
187,2418.0,0.27,0.13,0.17,0.1,0.15,0.39,0.14,0.3,0.65,0.17
188,2431.0,0.25,0.18,0.14,0.22,0.37,0.3,0.45,0.26,0.31,0.23
189,2444.0,0.26,0.42,0.18,0.22,0.34,0.78,0.58,0.61,0.39,0.62
190,2457.0,0.26,0.23,0.13,0.12,0.13,0.33,0.16,0.3,0.54,0.19
191,2470.0,0.17,0.18,0.13,0.23,0.16,0.44,0.45,0.44,0.66,0.59
192,2483.0,0.13,0.18,0.1,0.12,0.1,0.22,0.33,0.31,0.66,0.55
193,2496.0,0.12,0.13,0.14,0.16,0.12,0.21,0.15,0.32,0.25,0.26
194,2509.0,0.25,0.3,0.38,0.56,0.32,0.48,0.42,0.22,0.43,0.32
195,2522.0,0.76,0.38,0.4,0.65,0.32,0.35,0.3,0.3,0.22,0.16
196,2535.0,0.23,0.47,0.28,0.25,0.37,0.35,0.26,0.29,0.32,0.18
197,2548.0,0.39,0.45,0.5,0.48,0.34,0.21,0.18,0.41,0.34,0.15
198,2561.0,0.43,0.16,0.1,0.1,0.28,0.41,0.5,0.37,0.63,0.37
199,2574.0,0.23,0.18,0.16,0.25,0.73,0.29,0.27,0.28,0.21,0.24
200,2587.0,0.56,0.23,0.34,0.12,0.17,0.27,0.23,0.31,0.22,0.18
201,2600.0,0.26,0.19,0.24,0.35,0.19,0.43,0.18,0.28,0.27,0.19
202,2613.0,0.38,0.17,0.3,0.52,0.54,0.54,0.13,0.32,0.41,0.24
203,2626.0,0.18,0.27,0.11,0.34,0.53,0.33,0.83,0.33,0.42,0.31
204,2639.0,0.16,0.14,0.13,0.17,0.26,0.23,0.21,0.33,0.37,0.22
205,2652.0,0.26,0.26,0.1,0.4,0.39,0.29,0.12,0.32,0.49,0.42
206,2665.0,0.21,0.32,0.38,0.16,0.29,0.13,0.21,0.22,0.3,0.22
207,2678.0,0.15,0.11,0.16,0.12,0.16,0.14,0.3,0.37,0.15,0.27
208,2691.0,0.08,0.08,0.08,0.08,0.09,0.34,0.41,0.38,0.57,0.16
209,2704.0,0.25,0.17,0.13,0.08,0.17,0.18,0.51,0.36,0.21,0.23
210,2717.0,0.18,0.3,0.11,0.17,0.19,0.21,0.42,0.47,0.44,0.37
211,2730.0,0.21,0.45,0.21,0.33,0.46,0.28,0.34,0.77,0.6,0.76
212,2743.0,0.08,0.41,0.32,0.36,0.4,1.11,0.95,0.63,0.67,0.26
213,2756.0,0.1,0.26,0.15,0.16,0.19,0.31,0.25,0.4,0.36,1.2
214,2769.0,0.12,0.28,0.44,0.14,0.19,0.42,0.92,0.35,0.61,0.16
215,2782.0,0.85,0.26,0.44,0.35,0.28,0.43,0.65,0.51,1.02,0.51
216,2795.0,0.18,0.25,0.39,0.38,0.38,0.19,0.24,0.22,0.34,0.26
217,2808.0,0.38,0.31,0.36,0.38,0.19,0.39,0.23,0.26,0.4,0.09
218,2821.0,0.47,0.35,0.42,0.23,0.24,0.25,0.45,0.2,0.08,0.1
219,2834.0,0.17,0.18,0.38,0.24,0.37,0.47,0.29,0.65,0.33,0.41
220,2847.0,0.37,0.37,0.36,0.45,0.11,0.15,0.31,0.29,0.37,0.42
221,2860.0,0.2,0.24,0.22,0.25,0.33,0.39,0.18,0.18,0.47,0.19
222,2873.0,0.22,0.37,0.09,0.13,0.11,0.42,0.13,0.23,0.39,0.14
223,2886.0,0.13,0.12,0.12,0.09,0.14,0.1,0.11,0.12,0.19,0.11
224,2899.0,0.12,0.14,0.12,0.17,0.12,0.26,0.16,0.13,0.33,0.12
225,2912.0,0.14,0.3,0.13,0.14,0.12,0.43,0.37,0.5,0.42,0.44
226,2925.0,0.24,0.25,0.21,0.23,0.18,0.23,0.36,0.53,0.25,0.37
227,2938.0,0.14,0.34,0.23,0.3,0.26,0.5,0.38,0.35,0.4,0.34
228,2951.0,0.14,0.37,0.38,0.27,0.68,0.56,0.16,0.39,0.51,0.44
229,2964.0,0.23,0.29,0.19,0.26,0.56,0.47,0.19,0.21,0.32,0.31
230,2977.0,0.39,0.46,0.24,0.42,0.35,0.55,0.68,0.52,0.77,0.33
231,2990.0,0.37,0.21,0.34,0.34,0.17,0.19,0.27,0.24,0.37,0.5
232,3003.0,0.4,0.44,0.42,0.25,0.24,0.38,0.31,0.26,0.39,0.29
233,3016.0,0.39,0.51,0.37,0.11,0.2,0.15,0.18,1.04,1.34,0.65
234,3029.0,0.14,0.5,0.21,0.14,0.38,0.16,0.16,0.19,0.21,0.24
235,3042.0,0.11,0.31,0.27,0.31,0.19,0.18,0.2,0.34,0.42,0.12
236,3055.0,0.15,0.27,0.19,0.12,0.08,0.19,0.26,0.21,0.46,0.19
237,3068.0,0.15,0.25,0.15,0.1,0.12,0.16,0.19,0.43,0.48,0.17
238,3081.0,0.17,0.17,0.22,0.15,0.06,0.17,0.14,0.41,0.45,0.24
239,3094.0,0.19,0.33,0.15,0.19,0.1,0.31,0.35,0.42,0.31,0.43
240,3107.0,0.22,0.37,0.33,0.24,0.36,0.4,0.44,0.47,0.39,0.33
241,3120.0,0.16,0.2,0.25,0.24,0.22,0.23,0.24,0.27,0.32,0.25
242,3133.0,0.37,0.13,0.18,0.26,0.44,0.43,0.47,0.52,0.48,0.4
243,3146.0,0.49,0.77,2.56,2.36,1.34,0.86,0.25,0.34,0.37,0.32
244,3159.0,0.1,0.09,0.13,0.13,0.16,0.38,0.31,0.17,0.17,0.18
245,3172.0,0.14,0.12,0.19,0.14,0.14,0.2,0.33,0.12,0.19,0.16
246,3185.0,0.14,0.11,0.1,0.19,0.21,0.11,0.19,0.17,0.22,0.11
247,3198.0,0.32,0.28,0.13,0.11,0.3,0.14,0.22,0.21,0.36,0.33
248,3211.0,0.27,0.21,0.19,0.13,0.11,0.19,0.13,0.24,0.33,0.14
249,3224.0,0.4,0.14,0.33,0.26,0.33,0.27,0.45,0.24,0.22,0.23
250,3237.0,0.4,0.38,0.23,0.65,0.32,0.32,0.29,0.39,0.37,0.4
251,3250.0,0.37,0.47,0.26,0.16,0.21,0.37,0.28,0.42,0.31,0.22
252,3263.0,0.26,0.39,0.3,0.15,0.48,0.3,0.2,0.31,0.46,0.3
253,3276.0,0.17,0.14,0.27,0.16,0.15,0.33,0.37,0.52,0.46,0.37
254,3289.0,0.16,0.16,0.18,0.11,0.1,0.08,0.12,0.17,0.32,0.08
255,3302.0,0.29,0.27,0.15,0.23,0.1,0.17,0.12,0.14,0.39,0.1
256,3315.0,0.21,0.14,0.31,0.1,0.14,0.19,0.15,0.22,0.22,0.08
257,3328.0,0.2,0.45,0.2,0.21,0.3,0.16,0.35,0.3,0.46,0.1
258,3341.0,0.14,0.24,0.24,0.25,0.16,0.29,0.16,0.29,0.26,0.27
259,3354.0,0.3,0.29,0.25,0.31,0.16,0.33,0.28,0.55,0.32,0.34
260,3367.0,0.37,0.47,0.4,0.43,0.41,0.49,0.61,0.36,0.36,0.39
261,3380.0,0.13,0.19,0.2,0.25,0.23,0.26,0.33,0.3,0.53,0.32
262,3393.0,0.18,0.12,0.18,0.08,0.13,0.33,0.16,0.36,0.52,0.46
263,3406.0,1.06,0.14,0.19,0.11,0.2,0.17,0.19,0.33,0.43,0.46
264,3419.0,0.7,0.19,0.1,0.17,0.1,0.23,0.13,0.17,0.17,0.16
265,3432.0,0.49,0.15,0.22,0.29,0.2,0.37,0.15,0.25,0.37,0.4
266,3445.0,0.49,0.15,0.34,0.11,0.08,0.26,0.23,0.2,0.24,0.26
267,3458.0,0.67,0.24,0.43,0.29,0.36,0.31,0.29,0.14,0.27,0.17
268,3471.0,0.29,0.26,0.4,0.36,0.3,0.35,0.35,0.27,0.28,0.18
269,3484.0,0.23,0.16,0.33,0.36,0.21,0.69,0.33,0.39,0.24,0.2
270,3497.0,0.33,0.19,0.19,0.17,0.13,0.18,0.29,0.4,0.39,0.4
271,3510.0,0.14,0.14,0.14,0.22,0.12,0.13,0.2,0.16,0.23,0.24
272,3523.0,0.35,0.36,0.29,0.37,0.25,0.26,0.24,0.19,0.27,0.13
273,3536.0,0.68,0.09,0.1,0.09,0.15,0.17,0.14,0.22,0.19,0.16
274,3549.0,0.27,0.16,0.22,0.12,0.15,0.11,0.32,0.14,0.28,0.14
275,3562.0,1.11,0.44,0.21,0.52,0.47,0.52,0.34,0.51,0.44,0.36
276,3575.0,0.2,0.21,0.09,0.19,0.26,0.18,0.26,0.26,0.2,0.54
277,3588.0,0.28,0.16,0.11,0.14,0.13,0.38,0.48,0.39,0.53,0.89
278,3601.0,0.16,0.16,0.15,0.14,0.1,0.1,0.13,0.09,0.48,0.35
279,3614.0,0.47,0.27,0.35,0.28,0.25,0.14,0.29,0.52,0.34,0.29
280,3627.0,0.51,0.42,0.3,0.19,0.26,0.33,0.5,0.4,0.25,0.26
281,3640.0,0.21,0.27,0.24,0.17,0.24,0.49,0.38,0.33,0.15,0.19
282,3653.0,0.41,0.45,0.3,0.25,0.25,0.33,0.33,0.32,0.38,0.47
283,3666.0,1.11,0.84,0.3,0.34,0.89,1.22,2.32,1.58,1.08,0.86
284,3679.0,0.1,0.08,0.13,0.18,0.1,0.25,0.14,0.38,0.35,0.56
285,3692.0,0.33,0.45,0.17,0.22,0.14,0.33,0.35,0.25,0.17,0.44
286,3705.0,0.22,0.22,0.1,0.23,0.11,0.14,0.07,0.18,0.17,0.48
287,3718.0,0.5,0.35,0.71,0.26,0.32,0.24,0.32,0.6,0.28,0.33
288,3731.0,0.54,0.54,0.3,0.24,0.3,0.36,0.19,0.33,0.21,0.25
289,3744.0,0.09,0.36,0.32,0.4,0.43,0.33,0.46,0.25,0.64,0.33
290,3757.0,0.23,0.38,0.23,0.31,0.13,0.38,0.3,1.23,1.36,0.29
291,3770.0,0.26,0.15,0.18,0.18,0.09,0.18,0.13,1.04,0.56,0.36
292,3783.0,0.27,0.39,0.24,0.25,0.25,0.27,0.41,0.32,0.43,0.25
293,3796.0,0.17,0.16,0.12,0.15,0.15,0.22,0.17,0.23,0.21,1.29
294,3809.0,0.26,0.08,0.13,0.11,0.21,0.55,0.28,0.55,0.18,0.14
295,3822.0,0.28,0.14,0.13,0.4,0.51,0.65,0.2,0.81,0.54,0.43
296,3835.0,0.24,0.1,0.07,0.18,0.34,0.13,0.1,0.18,0.24,0.2
297,3848.0,0.56,0.69,0.36,0.37,0.38,0.22,0.19,0.47,0.27,0.35
298,3861.0,0.32,0.23,0.28,0.41,0.21,0.62,0.14,0.14,0.24,0.17
299,3874.0,0.2,0.35,0.33,0.26,0.24,0.61,0.36,0.29,0.22,0.16
