feature,normal_mean,defect_mean,difference,p_value,significant
qcp_139,0.5051999605071876,0.5147674646191315,0.009567504111943848,0.3793247770352466,False
qcp_166,0.5000461064822358,0.49065001157261734,-0.009396094909618458,0.38446244217564596,False
qcp_068,0.504498603221908,0.495131156860137,-0.009367446361771004,0.3832804217655418,False
qcp_153,0.5074559502475917,0.49811269725797575,-0.009343252989615969,0.41947177961692383,False
qcp_087,0.5005076948338337,0.5095902964298733,0.009082601596039575,0.39608334106441145,False
qcp_156,0.4974727241747336,0.5063362966118502,0.008863572437116607,0.42010070294512214,False
qcp_148,0.5038581913135339,0.4953736352304474,-0.008484556083086514,0.4379425798466702,False
qcp_168,0.5077192863743131,0.5161895184249237,0.008470232050610593,0.4655701321868657,False
qcp_017,0.5117409955346092,0.5033692021898536,-0.008371793344755574,0.4641843715651831,False
qcp_101,0.49613608983566365,0.4878138293664374,-0.00832226046922624,0.4250261633602319,False
qcp_170,0.4990986106897551,0.49083609436241243,-0.00826251632734265,0.4378689702829861,False
qcp_065,0.5020130477678939,0.49378618976143357,-0.008226858006460336,0.4502019822521073,False
qcp_137,0.49873226616022037,0.49052879589999343,-0.008203470260226942,0.4554841223542432,False
qcp_043,0.4904734079754405,0.48228928621850264,-0.008184121756937834,0.44114359561550953,False
qcp_003,0.4957465918086038,0.4875888740824711,-0.008157717726132718,0.4311937348468238,False
qcp_009,0.506024358170731,0.4978808073782431,-0.008143550792487908,0.45191939449783514,False
qcp_063,0.5067940960074058,0.4986809403058737,-0.008113155701532093,0.4791256703577368,False
qcp_142,0.5051792311203357,0.5132717914124698,0.008092560292134121,0.4958006450203366,False
qcp_088,0.4984267441839003,0.5064258183843188,0.007999074200418455,0.46825809603977553,False
qcp_020,0.49100308259560377,0.49882927486794393,0.00782619227234016,0.4700395306982914,False
qcp_097,0.4949584948148938,0.5027007366022589,0.007742241787365101,0.4700725062754021,False
qcp_135,0.49555523730713463,0.5031131308346802,0.0075578935275456005,0.4779754302746885,False
qcp_124,0.4987767757841567,0.506164612902384,0.007387837118227325,0.502003280543316,False
qcp_104,0.4949752306770386,0.5021943759216771,0.0072191452446385695,0.5308827383865822,False
qcp_080,0.49691960516124883,0.5038377886149505,0.0069181834537017095,0.5336287441250155,False
qcp_033,0.49906082854869005,0.5057474604121678,0.006686631863477732,0.5441422533417054,False
qcp_061,0.5063992837941275,0.49995725641510697,-0.0064420273790204985,0.5838799000967915,False
qcp_176,0.49831572643921596,0.4919533053928001,-0.006362421046415878,0.5599785274354361,False
qcp_010,0.49735455643728005,0.503511261611716,0.00615670517443595,0.5805862811475753,False
qcp_150,0.4976868160875665,0.5036340505980669,0.005947234510500388,0.5709347156578963,False
qcp_165,0.506433912786114,0.5005528246032735,-0.005881088182840499,0.6036276363842815,False
qcp_079,0.4970030005310029,0.49112671232847277,-0.005876288202530111,0.5975377578001619,False
qcp_046,0.5049358527653964,0.5105299583711586,0.005594105605762123,0.6332183034662233,False
qcp_062,0.5006441584507806,0.4950551277239193,-0.005589030726861288,0.6297739149188142,False
qcp_119,0.502733517615819,0.5082884752273604,0.005554957611541456,0.6100083493582651,False
qcp_064,0.4992024851051634,0.49377311044205185,-0.0054293746631115525,0.6274914938752261,False
qcp_076,0.4933985166097227,0.4879906882428149,-0.005407828366907841,0.6154902652768913,False
qcp_004,0.49561495101483183,0.5009834344865287,0.005368483471696883,0.6229625035318173,False
qcp_025,0.5021812617163868,0.5074140695731506,0.0052328078567638325,0.6218019440480753,False
qcp_112,0.5048607641688998,0.4997583566669702,-0.0051024075019295845,0.6249224106357916,False
qcp_131,0.49707567205860226,0.5021422709877501,0.0050665989291478475,0.6432314692879404,False
qcp_053,0.5039473294174824,0.508957012778219,0.005009683360736594,0.637855681147826,False
qcp_132,0.49816090920899286,0.4931843155833451,-0.004976593625647785,0.6530481291301088,False
qcp_138,0.49788589479802275,0.5027920150596816,0.004906120261658875,0.6397483716911736,False
qcp_042,0.49809843123136105,0.4932176985132836,-0.00488073271807743,0.6663849944851935,False
qcp_160,0.49575364814638323,0.49087313577765745,-0.004880512368725776,0.6482453311757612,False
qcp_007,0.49447082963056394,0.49921098540047015,0.004740155769906218,0.6524431660173238,False
qcp_167,0.5089929494269435,0.5042805407894869,-0.004712408637456589,0.684002896963944,False
qcp_039,0.4975191965370679,0.5021289629315594,0.00460976639449151,0.6673633972595341,False
qcp_130,0.48981802548379644,0.48534791116890974,-0.004470114314886697,0.6929339807796894,False
qcp_145,0.5050206315692656,0.509396179144574,0.004375547575308447,0.7039321667321787,False
qcp_031,0.4947833956777919,0.49911833805014993,0.004334942372358042,0.691390484941981,False
qcp_172,0.5050890189443198,0.5094118159729317,0.0043227970286119355,0.6990125477665755,False
qcp_069,0.4997209354764363,0.5040069061180965,0.004285970641660197,0.7119198381721432,False
qcp_127,0.5047014464899109,0.5086693019275431,0.003967855437632228,0.7128456304101924,False
qcp_111,0.5015667505358768,0.5054154766051107,0.00384872606923381,0.7570505005475286,False
qcp_086,0.49899454541645344,0.49515483635326263,-0.0038397090631908104,0.7338881536075583,False
qcp_140,0.4973379858954012,0.5011768315784938,0.0038388456830926176,0.7308764098763423,False
qcp_084,0.5059013439909053,0.5097349669010881,0.0038336229101828545,0.731381875212027,False
qcp_060,0.49726161056932855,0.49353556899435364,-0.0037260415749749143,0.7306217835505666,False
qcp_102,0.5010891207489141,0.5047811596368,0.00369203888788594,0.7518647584369402,False
qcp_107,0.48395226743771186,0.4803091338483125,-0.0036431335893993833,0.7439749869466683,False
qcp_027,0.4980466390207262,0.5016806121786512,0.003633973157925019,0.7539032934333441,False
qcp_058,0.4983874675006223,0.50197127479208,0.0035838072914577412,0.7444523304660222,False
qcp_014,0.5106316755840036,0.5141459860704469,0.0035143104864433505,0.7524066211233791,False
qcp_121,0.5020103643385484,0.5053607509619548,0.003350386623406365,0.7545096302518797,False
qcp_070,0.49753022666526664,0.49427821104738295,-0.0032520156178836856,0.7665576254234313,False
qcp_143,0.4974850723015265,0.500495365685156,0.0030102933836294588,0.7877491012849971,False
qcp_164,0.4998434184649496,0.4969482746208978,-0.0028951438440518174,0.8016245979016099,False
qcp_001,0.4991128521468565,0.5019717303642293,0.00285887821737274,0.7983807503725863,False
qcp_106,0.502482812088414,0.4996468985085866,-0.0028359135798274315,0.7861310831736874,False
qcp_173,0.49729789486918446,0.4999685001173846,0.0026706052482001197,0.8089130908861482,False
qcp_021,0.49518318978276693,0.4925399682998021,-0.002643221482964808,0.812217553675116,False
qcp_126,0.5030510853731968,0.5004472954292634,-0.002603789943933399,0.8176433524635318,False
qcp_108,0.503306621736698,0.5007825124579356,-0.002524109278762454,0.8170021479313629,False
qcp_049,0.5126682098148649,0.5101600096530275,-0.002508200161837393,0.8092980360509452,False
qcp_081,0.508255214614067,0.5058389965741793,-0.0024162180398876743,0.8252333193501242,False
qcp_129,0.504921639730784,0.5026030961578477,-0.0023185435729362602,0.8206734692614264,False
qcp_125,0.4959454138528685,0.49781250925851206,0.0018670954056435596,0.8594925486297198,False
qcp_103,0.4909663517237086,0.48928256755194327,-0.0016837841717653457,0.8767421703241345,False
qcp_152,0.5035951867238359,0.5020282667823669,-0.0015669199414689583,0.8906147668319295,False
qcp_006,0.5001898134258971,0.5016858428393866,0.0014960294134894747,0.8901634222876367,False
qcp_122,0.5005162377209093,0.5019130626607379,0.0013968249398286225,0.9011865392476687,False
qcp_054,0.5068860546929308,0.5082784835353216,0.0013924288423907694,0.9042124427873315,False
qcp_134,0.5032256646781053,0.5045999014336315,0.0013742367555262813,0.9000327436957981,False
qcp_059,0.5043700157140869,0.5030042967687961,-0.0013657189452908058,0.9039224951065548,False
qcp_161,0.4950293564821274,0.49633715278758955,0.0013077963054621278,0.9058949318217965,False
qcp_092,0.4980609267027966,0.4969250619711246,-0.0011358647316719872,0.9177890291840822,False
qcp_177,0.4967322617535281,0.49568056897481905,-0.0010516927787090347,0.9221235946737906,False
qcp_163,0.5024508358944689,0.5014255232628686,-0.001025312631600328,0.925679675240207,False
qcp_091,0.5025101920891512,0.5015300658882299,-0.0009801262009212497,0.924693121146779,False
qcp_114,0.493251487295217,0.4941694350672713,0.0009179477720542839,0.9337267127317941,False
qcp_055,0.5064289364568779,0.5073378308358274,0.0009088943789494763,0.9333815390333937,False
qcp_030,0.4978054757880824,0.4987034664256514,0.0008979906375690128,0.9367507124319501,False
qcp_057,0.5080631022771178,0.5071735587910108,-0.0008895434861070362,0.93235511290125,False
qcp_169,0.4988576492430267,0.4995637676341437,0.00070611839111695,0.951036017015558,False
qcp_099,0.49751140209163147,0.498195053996387,0.0006836519047555556,0.9499876739276398,False
qcp_050,0.49895578538225877,0.4982768527851221,-0.0006789325971366389,0.9501704408654326,False
qcp_178,0.4924520765069371,0.49177339733742576,-0.0006786791695113648,0.9510471612519675,False
qcp_005,0.503992732129414,0.5044334049617851,0.0004406728323711473,0.9681213827843493,False
qcp_082,0.5002837344559751,0.49988048740620183,-0.00040324704977323655,0.9714651373074403,False
qcp_036,0.502772040774567,0.5031597444911472,0.0003877037165801456,0.9710476502486897,False
qcp_028,0.4975689469659124,0.4978411365916795,0.00027218962576708305,0.9801554484152455,False
qcp_052,0.49885849145579436,0.4991218492174068,0.0002633577616124594,0.9811371842911583,False
qcp_008,0.49760590971182217,0.4977718203121904,0.00016591060036824645,0.9876263859101437,False
