date,lot_id,washing_start,washing_end,filter_press_start,filter_press_end,dry_start,dry_end,cooler_start,cooler_end,shifter_start,shifter_end,ems_start,ems_end,packing_start,packing_end,target_icp3
2022-03-06,220306063,2022-03-06 08:00:00,2022-03-06 12:09:00,2022-03-06 12:09:00,2022-03-06 16:13:00,2022-03-06 17:08:00,2022-03-07 16:41:00,2022-03-07 18:41:00,2022-03-07 22:44:00,2022-03-07 22:44:00,2022-03-08 02:37:00,2022-03-08 02:37:00,2022-03-08 06:46:00,2022-03-08 06:46:00,2022-03-08 10:50:00,0.447
2022-03-07,220307064,2022-03-07 08:00:00,2022-03-07 11:55:00,2022-03-07 11:55:00,2022-03-07 16:00:00,2022-03-07 16:41:00,2022-03-08 16:20:00,2022-03-08 18:20:00,2022-03-08 22:31:00,2022-03-08 22:31:00,2022-03-09 02:20:00,2022-03-09 02:20:00,2022-03-09 06:31:00,2022-03-09 06:31:00,2022-03-09 10:34:00,0.5475
2022-03-08,220308065,2022-03-08 08:00:00,2022-03-08 12:04:00,2022-03-08 12:04:00,2022-03-08 16:09:00,2022-03-08 16:20:00,2022-03-09 16:00:00,2022-03-09 18:00:00,2022-03-09 22:08:00,2022-03-09 22:08:00,2022-03-10 02:16:00,2022-03-10 02:16:00,2022-03-10 06:05:00,2022-03-10 06:05:00,2022-03-10 10:05:00,0.4416
2022-03-09,220309066,2022-03-09 08:00:00,2022-03-09 12:03:00,2022-03-09 12:03:00,2022-03-09 16:12:00,2022-03-09 16:12:00,2022-03-10 16:22:00,2022-03-10 18:22:00,2022-03-10 22:31:00,2022-03-10 22:31:00,2022-03-11 02:29:00,2022-03-11 02:29:00,2022-03-11 06:34:00,2022-03-11 06:34:00,2022-03-11 10:31:00,0.6476
2022-03-10,220310067,2022-03-10 08:00:00,2022-03-10 12:05:00,2022-03-10 12:05:00,2022-03-10 15:59:00,2022-03-10 16:22:00,2022-03-11 15:55:00,2022-03-11 17:55:00,2022-03-11 21:48:00,2022-03-11 21:48:00,2022-03-12 01:52:00,2022-03-12 01:52:00,2022-03-12 05:51:00,2022-03-12 05:51:00,2022-03-12 09:45:00,0.0358
2022-03-11,220311068,2022-03-11 08:00:00,2022-03-11 12:01:00,2022-03-11 12:01:00,2022-03-11 16:00:00,2022-03-11 16:00:00,2022-03-12 16:02:00,2022-03-12 18:02:00,2022-03-12 22:04:00,2022-03-12 22:04:00,2022-03-13 02:14:00,2022-03-13 02:14:00,2022-03-13 06:10:00,2022-03-13 06:10:00,2022-03-13 10:00:00,0.6818
2022-03-12,220312069,2022-03-12 08:00:00,2022-03-12 12:04:00,2022-03-12 12:04:00,2022-03-12 15:52:00,2022-03-12 16:02:00,2022-03-13 15:56:00,2022-03-13 17:56:00,2022-03-13 21:59:00,2022-03-13 21:59:00,2022-03-14 01:51:00,2022-03-14 01:51:00,2022-03-14 05:39:00,2022-03-14 05:39:00,2022-03-14 09:42:00,0.8738
2022-03-13,220313070,2022-03-13 08:00:00,2022-03-13 11:52:00,2022-03-13 11:52:00,2022-03-13 16:01:00,2022-03-13 16:01:00,2022-03-14 15:36:00,2022-03-14 17:36:00,2022-03-14 21:27:00,2022-03-14 21:27:00,2022-03-15 01:15:00,2022-03-15 01:15:00,2022-03-15 05:13:00,2022-03-15 05:13:00,2022-03-15 09:06:00,0.2537
2022-03-14,220314071,2022-03-14 08:00:00,2022-03-14 11:49:00,2022-03-14 11:49:00,2022-03-14 15:51:00,2022-03-14 15:51:00,2022-03-15 15:32:00,2022-03-15 17:32:00,2022-03-15 21:33:00,2022-03-15 21:33:00,2022-03-16 01:21:00,2022-03-16 01:21:00,2022-03-16 05:16:00,2022-03-16 05:16:00,2022-03-16 09:22:00,0.3025
2022-03-15,220315072,2022-03-15 08:00:00,2022-03-15 12:00:00,2022-03-15 12:00:00,2022-03-15 16:06:00,2022-03-15 16:06:00,2022-03-16 16:00:00,2022-03-16 18:00:00,2022-03-16 21:59:00,2022-03-16 21:59:00,2022-03-17 02:07:00,2022-03-17 02:07:00,2022-03-17 06:15:00,2022-03-17 06:15:00,2022-03-17 10:08:00,0.479
2022-03-16,220316073,2022-03-16 08:00:00,2022-03-16 11:53:00,2022-03-16 11:53:00,2022-03-16 15:59:00,2022-03-16 16:00:00,2022-03-17 15:59:00,2022-03-17 17:59:00,2022-03-17 21:59:00,2022-03-17 21:59:00,2022-03-18 01:49:00,2022-03-18 01:49:00,2022-03-18 05:41:00,2022-03-18 05:41:00,2022-03-18 09:49:00,0.4255
2022-03-17,220317074,2022-03-17 08:00:00,2022-03-17 11:52:00,2022-03-17 11:52:00,2022-03-17 15:45:00,2022-03-17 15:59:00,2022-03-18 15:45:00,2022-03-18 17:45:00,2022-03-18 21:54:00,2022-03-18 21:54:00,2022-03-19 01:55:00,2022-03-19 01:55:00,2022-03-19 05:46:00,2022-03-19 05:46:00,2022-03-19 09:42:00,0.4558
2022-03-18,220318075,2022-03-18 08:00:00,2022-03-18 11:51:00,2022-03-18 11:51:00,2022-03-18 15:44:00,2022-03-18 15:45:00,2022-03-19 15:19:00,2022-03-19 17:19:00,2022-03-19 21:29:00,2022-03-19 21:29:00,2022-03-20 01:32:00,2022-03-20 01:32:00,2022-03-20 05:34:00,2022-03-20 05:34:00,2022-03-20 09:24:00,0.501
2022-03-19,220319076,2022-03-19 08:00:00,2022-03-19 11:56:00,2022-03-19 11:56:00,2022-03-19 15:47:00,2022-03-19 15:47:00,2022-03-20 16:01:00,2022-03-20 18:01:00,2022-03-20 22:05:00,2022-03-20 22:05:00,2022-03-21 02:15:00,2022-03-21 02:15:00,2022-03-21 06:06:00,2022-03-21 06:06:00,2022-03-21 09:54:00,0.4561
2022-03-20,220320077,2022-03-20 08:00:00,2022-03-20 11:56:00,2022-03-20 11:56:00,2022-03-20 15:55:00,2022-03-20 16:01:00,2022-03-21 16:15:00,2022-03-21 18:15:00,2022-03-21 22:16:00,2022-03-21 22:16:00,2022-03-22 02:05:00,2022-03-22 02:05:00,2022-03-22 05:55:00,2022-03-22 05:55:00,2022-03-22 10:00:00,0.4807
2022-03-21,220321078,2022-03-21 08:00:00,2022-03-21 12:06:00,2022-03-21 12:06:00,2022-03-21 16:13:00,2022-03-21 16:15:00,2022-03-22 16:13:00,2022-03-22 18:13:00,2022-03-22 22:15:00,2022-03-22 22:15:00,2022-03-23 02:09:00,2022-03-23 02:09:00,2022-03-23 06:05:00,2022-03-23 06:05:00,2022-03-23 09:56:00,0.5435
2022-03-22,220322079,2022-03-22 08:00:00,2022-03-22 11:50:00,2022-03-22 11:50:00,2022-03-22 15:53:00,2022-03-22 16:13:00,2022-03-23 16:05:00,2022-03-23 18:05:00,2022-03-23 22:06:00,2022-03-23 22:06:00,2022-03-24 02:17:00,2022-03-24 02:17:00,2022-03-24 06:06:00,2022-03-24 06:06:00,2022-03-24 10:17:00,0.7086
2022-03-23,220323080,2022-03-23 08:00:00,2022-03-23 12:10:00,2022-03-23 12:10:00,2022-03-23 16:13:00,2022-03-23 16:13:00,2022-03-24 16:20:00,2022-03-24 18:20:00,2022-03-24 22:12:00,2022-03-24 22:12:00,2022-03-25 02:17:00,2022-03-25 02:17:00,2022-03-25 06:11:00,2022-03-25 06:11:00,2022-03-25 10:17:00,0.6445
2022-03-24,220324081,2022-03-24 08:00:00,2022-03-24 12:00:00,2022-03-24 12:00:00,2022-03-24 15:51:00,2022-03-24 16:20:00,2022-03-25 16:11:00,2022-03-25 18:11:00,2022-03-25 22:18:00,2022-03-25 22:18:00,2022-03-26 02:12:00,2022-03-26 02:12:00,2022-03-26 06:18:00,2022-03-26 06:18:00,2022-03-26 10:28:00,0.4903
2022-03-25,220325082,2022-03-25 08:00:00,2022-03-25 12:10:00,2022-03-25 12:10:00,2022-03-25 16:03:00,2022-03-25 16:11:00,2022-03-26 16:24:00,2022-03-26 18:24:00,2022-03-26 22:15:00,2022-03-26 22:15:00,2022-03-27 02:16:00,2022-03-27 02:16:00,2022-03-27 06:12:00,2022-03-27 06:12:00,2022-03-27 10:01:00,0.6629
2022-03-26,220326083,2022-03-26 08:00:00,2022-03-26 11:51:00,2022-03-26 11:51:00,2022-03-26 15:47:00,2022-03-26 16:24:00,2022-03-27 16:01:00,2022-03-27 18:01:00,2022-03-27 21:52:00,2022-03-27 21:52:00,2022-03-28 01:41:00,2022-03-28 01:41:00,2022-03-28 05:43:00,2022-03-28 05:43:00,2022-03-28 09:31:00,0.6434
2022-03-27,220327084,2022-03-27 08:00:00,2022-03-27 11:57:00,2022-03-27 11:57:00,2022-03-27 15:45:00,2022-03-27 16:01:00,2022-03-28 16:14:00,2022-03-28 18:14:00,2022-03-28 22:17:00,2022-03-28 22:17:00,2022-03-29 02:12:00,2022-03-29 02:12:00,2022-03-29 06:03:00,2022-03-29 06:03:00,2022-03-29 09:58:00,0.5399
2022-03-28,220328085,2022-03-28 08:00:00,2022-03-28 12:08:00,2022-03-28 12:08:00,2022-03-28 15:56:00,2022-03-28 16:14:00,2022-03-29 16:10:00,2022-03-29 18:10:00,2022-03-29 22:03:00,2022-03-29 22:03:00,2022-03-30 02:03:00,2022-03-30 02:03:00,2022-03-30 05:51:00,2022-03-30 05:51:00,2022-03-30 09:49:00,0.6562
2022-03-29,220329086,2022-03-29 08:00:00,2022-03-29 11:53:00,2022-03-29 11:53:00,2022-03-29 15:53:00,2022-03-29 16:10:00,2022-03-30 16:28:00,2022-03-30 18:28:00,2022-03-30 22:25:00,2022-03-30 22:25:00,2022-03-31 02:16:00,2022-03-31 02:16:00,2022-03-31 06:09:00,2022-03-31 06:09:00,2022-03-31 10:19:00,0.6645
2022-03-30,220330087,2022-03-30 08:00:00,2022-03-30 12:11:00,2022-03-30 12:11:00,2022-03-30 16:12:00,2022-03-30 16:28:00,2022-03-31 16:38:00,2022-03-31 18:38:00,2022-03-31 22:48:00,2022-03-31 22:48:00,2022-04-01 02:57:00,2022-04-01 02:57:00,2022-04-01 07:05:00,2022-04-01 07:05:00,2022-04-01 11:08:00,0.3295
2022-03-31,220331088,2022-03-31 08:00:00,2022-03-31 11:59:00,2022-03-31 11:59:00,2022-03-31 15:56:00,2022-03-31 16:38:00,2022-04-01 16:39:00,2022-04-01 18:39:00,2022-04-01 22:30:00,2022-04-01 22:30:00,2022-04-02 02:20:00,2022-04-02 02:20:00,2022-04-02 06:15:00,2022-04-02 06:15:00,2022-04-02 10:07:00,0.8068
2022-04-01,220401089,2022-04-01 08:00:00,2022-04-01 12:08:00,2022-04-01 12:08:00,2022-04-01 16:04:00,2022-04-01 16:39:00,2022-04-02 16:29:00,2022-04-02 18:29:00,2022-04-02 22:27:00,2022-04-02 22:27:00,2022-04-03 02:36:00,2022-04-03 02:36:00,2022-04-03 06:26:00,2022-04-03 06:26:00,2022-04-03 10:15:00,0.2601
2022-04-02,220402090,2022-04-02 08:00:00,2022-04-02 12:05:00,2022-04-02 12:05:00,2022-04-02 16:13:00,2022-04-02 16:29:00,2022-04-03 16:24:00,2022-04-03 18:24:00,2022-04-03 22:24:00,2022-04-03 22:24:00,2022-04-04 02:25:00,2022-04-04 02:25:00,2022-04-04 06:35:00,2022-04-04 06:35:00,2022-04-04 10:44:00,0.4777
2022-04-03,220403091,2022-04-03 08:00:00,2022-04-03 12:03:00,2022-04-03 12:03:00,2022-04-03 15:56:00,2022-04-03 16:24:00,2022-04-04 16:27:00,2022-04-04 18:27:00,2022-04-04 22:29:00,2022-04-04 22:29:00,2022-04-05 02:29:00,2022-04-05 02:29:00,2022-04-05 06:28:00,2022-04-05 06:28:00,2022-04-05 10:31:00,0.7744
2022-04-04,220404092,2022-04-04 08:00:00,2022-04-04 11:49:00,2022-04-04 11:49:00,2022-04-04 15:43:00,2022-04-04 16:27:00,2022-04-05 16:18:00,2022-04-05 18:18:00,2022-04-05 22:22:00,2022-04-05 22:22:00,2022-04-06 02:32:00,2022-04-06 02:32:00,2022-04-06 06:38:00,2022-04-06 06:38:00,2022-04-06 10:32:00,0.2254
2022-04-05,220405093,2022-04-05 08:00:00,2022-04-05 11:51:00,2022-04-05 11:51:00,2022-04-05 15:41:00,2022-04-05 16:18:00,2022-04-06 16:24:00,2022-04-06 18:24:00,2022-04-06 22:28:00,2022-04-06 22:28:00,2022-04-07 02:19:00,2022-04-07 02:19:00,2022-04-07 06:22:00,2022-04-07 06:22:00,2022-04-07 10:22:00,0.4592
2022-04-06,220406094,2022-04-06 08:00:00,2022-04-06 11:52:00,2022-04-06 11:52:00,2022-04-06 15:53:00,2022-04-06 16:24:00,2022-04-07 16:46:00,2022-04-07 18:46:00,2022-04-07 22:53:00,2022-04-07 22:53:00,2022-04-08 02:55:00,2022-04-08 02:55:00,2022-04-08 07:02:00,2022-04-08 07:02:00,2022-04-08 11:12:00,0.5826
2022-04-07,220407095,2022-04-07 08:00:00,2022-04-07 11:56:00,2022-04-07 11:56:00,2022-04-07 15:58:00,2022-04-07 16:46:00,2022-04-08 16:40:00,2022-04-08 18:40:00,2022-04-08 22:47:00,2022-04-08 22:47:00,2022-04-09 02:57:00,2022-04-09 02:57:00,2022-04-09 07:02:00,2022-04-09 07:02:00,2022-04-09 11:11:00,0.5676
2022-04-08,220408096,2022-04-08 08:00:00,2022-04-08 12:01:00,2022-04-08 12:01:00,2022-04-08 16:01:00,2022-04-08 16:40:00,2022-04-09 17:01:00,2022-04-09 19:01:00,2022-04-09 23:08:00,2022-04-09 23:08:00,2022-04-10 03:18:00,2022-04-10 03:18:00,2022-04-10 07:06:00,2022-04-10 07:06:00,2022-04-10 11:14:00,0.5356
2022-04-09,220409097,2022-04-09 08:00:00,2022-04-09 11:48:00,2022-04-09 11:48:00,2022-04-09 15:43:00,2022-04-09 17:01:00,2022-04-10 16:59:00,2022-04-10 18:59:00,2022-04-10 23:05:00,2022-04-10 23:05:00,2022-04-11 03:10:00,2022-04-11 03:10:00,2022-04-11 07:20:00,2022-04-11 07:20:00,2022-04-11 11:10:00,0.6098
2022-04-10,220410098,2022-04-10 08:00:00,2022-04-10 12:07:00,2022-04-10 12:07:00,2022-04-10 15:59:00,2022-04-10 16:59:00,2022-04-11 16:54:00,2022-04-11 18:54:00,2022-04-11 22:57:00,2022-04-11 22:57:00,2022-04-12 02:47:00,2022-04-12 02:47:00,2022-04-12 06:44:00,2022-04-12 06:44:00,2022-04-12 10:33:00,0.2785
2022-04-11,220411099,2022-04-11 08:00:00,2022-04-11 11:52:00,2022-04-11 11:52:00,2022-04-11 15:55:00,2022-04-11 16:54:00,2022-04-12 16:27:00,2022-04-12 18:27:00,2022-04-12 22:17:00,2022-04-12 22:17:00,2022-04-13 02:18:00,2022-04-13 02:18:00,2022-04-13 06:22:00,2022-04-13 06:22:00,2022-04-13 10:17:00,0.5553
2022-04-12,220412100,2022-04-12 08:00:00,2022-04-12 12:05:00,2022-04-12 12:05:00,2022-04-12 16:13:00,2022-04-12 16:27:00,2022-04-13 16:01:00,2022-04-13 18:01:00,2022-04-13 21:50:00,2022-04-13 21:50:00,2022-04-14 01:56:00,2022-04-14 01:56:00,2022-04-14 05:46:00,2022-04-14 05:46:00,2022-04-14 09:36:00,0.1686
2022-04-13,220413101,2022-04-13 08:00:00,2022-04-13 12:04:00,2022-04-13 12:04:00,2022-04-13 15:53:00,2022-04-13 16:01:00,2022-04-14 15:36:00,2022-04-14 17:36:00,2022-04-14 21:46:00,2022-04-14 21:46:00,2022-04-15 01:36:00,2022-04-15 01:36:00,2022-04-15 05:37:00,2022-04-15 05:37:00,2022-04-15 09:42:00,0.6419
2022-04-14,220414102,2022-04-14 08:00:00,2022-04-14 11:52:00,2022-04-14 11:52:00,2022-04-14 15:51:00,2022-04-14 15:51:00,2022-04-15 16:19:00,2022-04-15 18:19:00,2022-04-15 22:24:00,2022-04-15 22:24:00,2022-04-16 02:14:00,2022-04-16 02:14:00,2022-04-16 06:22:00,2022-04-16 06:22:00,2022-04-16 10:17:00,0.3422
2022-04-15,220415103,2022-04-15 08:00:00,2022-04-15 11:53:00,2022-04-15 11:53:00,2022-04-15 15:58:00,2022-04-15 16:19:00,2022-04-16 16:34:00,2022-04-16 18:34:00,2022-04-16 22:27:00,2022-04-16 22:27:00,2022-04-17 02:33:00,2022-04-17 02:33:00,2022-04-17 06:25:00,2022-04-17 06:25:00,2022-04-17 10:28:00,0.3891
2022-04-16,220416104,2022-04-16 08:00:00,2022-04-16 12:02:00,2022-04-16 12:02:00,2022-04-16 15:53:00,2022-04-16 16:34:00,2022-04-17 16:35:00,2022-04-17 18:35:00,2022-04-17 22:24:00,2022-04-17 22:24:00,2022-04-18 02:22:00,2022-04-18 02:22:00,2022-04-18 06:28:00,2022-04-18 06:28:00,2022-04-18 10:24:00,0.3997
2022-04-17,220417105,2022-04-17 08:00:00,2022-04-17 11:59:00,2022-04-17 11:59:00,2022-04-17 16:04:00,2022-04-17 16:35:00,2022-04-18 16:36:00,2022-04-18 18:36:00,2022-04-18 22:37:00,2022-04-18 22:37:00,2022-04-19 02:35:00,2022-04-19 02:35:00,2022-04-19 06:45:00,2022-04-19 06:45:00,2022-04-19 10:49:00,0.307
2022-04-18,220418106,2022-04-18 08:00:00,2022-04-18 11:49:00,2022-04-18 11:49:00,2022-04-18 15:43:00,2022-04-18 16:36:00,2022-04-19 17:03:00,2022-04-19 19:03:00,2022-04-19 23:04:00,2022-04-19 23:04:00,2022-04-20 03:09:00,2022-04-20 03:09:00,2022-04-20 07:03:00,2022-04-20 07:03:00,2022-04-20 10:57:00,0.2625
2022-04-19,220419107,2022-04-19 08:00:00,2022-04-19 12:03:00,2022-04-19 12:03:00,2022-04-19 16:01:00,2022-04-19 17:03:00,2022-04-20 17:12:00,2022-04-20 19:12:00,2022-04-20 23:07:00,2022-04-20 23:07:00,2022-04-21 03:06:00,2022-04-21 03:06:00,2022-04-21 06:57:00,2022-04-21 06:57:00,2022-04-21 10:50:00,0.0021
2022-04-20,220420108,2022-04-20 08:00:00,2022-04-20 12:10:00,2022-04-20 12:10:00,2022-04-20 16:09:00,2022-04-20 17:12:00,2022-04-21 16:43:00,2022-04-21 18:43:00,2022-04-21 22:34:00,2022-04-21 22:34:00,2022-04-22 02:28:00,2022-04-22 02:28:00,2022-04-22 06:32:00,2022-04-22 06:32:00,2022-04-22 10:42:00,0.5451
2022-04-21,220421109,2022-04-21 08:00:00,2022-04-21 11:59:00,2022-04-21 11:59:00,2022-04-21 15:51:00,2022-04-21 16:43:00,2022-04-22 16:41:00,2022-04-22 18:41:00,2022-04-22 22:36:00,2022-04-22 22:36:00,2022-04-23 02:28:00,2022-04-23 02:28:00,2022-04-23 06:23:00,2022-04-23 06:23:00,2022-04-23 10:25:00,0.4584
2022-04-22,220422110,2022-04-22 08:00:00,2022-04-22 11:55:00,2022-04-22 11:55:00,2022-04-22 16:02:00,2022-04-22 16:41:00,2022-04-23 16:49:00,2022-04-23 18:49:00,2022-04-23 22:47:00,2022-04-23 22:47:00,2022-04-24 02:58:00,2022-04-24 02:58:00,2022-04-24 07:02:00,2022-04-24 07:02:00,2022-04-24 11:00:00,0.4525
2022-04-23,220423111,2022-04-23 08:00:00,2022-04-23 12:02:00,2022-04-23 12:02:00,2022-04-23 15:54:00,2022-04-23 16:49:00,2022-04-24 17:06:00,2022-04-24 19:06:00,2022-04-24 23:10:00,2022-04-24 23:10:00,2022-04-25 03:05:00,2022-04-25 03:05:00,2022-04-25 07:05:00,2022-04-25 07:05:00,2022-04-25 11:16:00,0.5556
2022-04-24,220424112,2022-04-24 08:00:00,2022-04-24 12:00:00,2022-04-24 12:00:00,2022-04-24 16:07:00,2022-04-24 17:06:00,2022-04-25 17:32:00,2022-04-25 19:32:00,2022-04-25 23:24:00,2022-04-25 23:24:00,2022-04-26 03:20:00,2022-04-26 03:20:00,2022-04-26 07:09:00,2022-04-26 07:09:00,2022-04-26 11:20:00,0.6006
2022-04-25,220425113,2022-04-25 08:00:00,2022-04-25 12:03:00,2022-04-25 12:03:00,2022-04-25 15:58:00,2022-04-25 17:32:00,2022-04-26 17:21:00,2022-04-26 19:21:00,2022-04-26 23:23:00,2022-04-26 23:23:00,2022-04-27 03:29:00,2022-04-27 03:29:00,2022-04-27 07:21:00,2022-04-27 07:21:00,2022-04-27 11:29:00,0.4402
2022-04-26,220426114,2022-04-26 08:00:00,2022-04-26 11:52:00,2022-04-26 11:52:00,2022-04-26 15:54:00,2022-04-26 17:21:00,2022-04-27 17:42:00,2022-04-27 19:42:00,2022-04-27 23:33:00,2022-04-27 23:33:00,2022-04-28 03:36:00,2022-04-28 03:36:00,2022-04-28 07:27:00,2022-04-28 07:27:00,2022-04-28 11:37:00,0.4336
2022-04-27,220427115,2022-04-27 08:00:00,2022-04-27 12:05:00,2022-04-27 12:05:00,2022-04-27 16:02:00,2022-04-27 17:42:00,2022-04-28 17:40:00,2022-04-28 19:40:00,2022-04-28 23:34:00,2022-04-28 23:34:00,2022-04-29 03:37:00,2022-04-29 03:37:00,2022-04-29 07:32:00,2022-04-29 07:32:00,2022-04-29 11:33:00,0.7124
2022-04-28,220428116,2022-04-28 08:00:00,2022-04-28 12:01:00,2022-04-28 12:01:00,2022-04-28 15:52:00,2022-04-28 17:40:00,2022-04-29 17:47:00,2022-04-29 19:47:00,2022-04-29 23:47:00,2022-04-29 23:47:00,2022-04-30 03:55:00,2022-04-30 03:55:00,2022-04-30 08:01:00,2022-04-30 08:01:00,2022-04-30 11:54:00,0.5874
2022-04-29,220429117,2022-04-29 08:00:00,2022-04-29 11:48:00,2022-04-29 11:48:00,2022-04-29 15:41:00,2022-04-29 17:47:00,2022-04-30 18:15:00,2022-04-30 20:15:00,2022-05-01 00:07:00,2022-05-01 00:07:00,2022-05-01 04:00:00,2022-05-01 04:00:00,2022-05-01 07:51:00,2022-05-01 07:51:00,2022-05-01 11:45:00,0.3993
2022-04-30,220430118,2022-04-30 08:00:00,2022-04-30 11:50:00,2022-04-30 11:50:00,2022-04-30 15:56:00,2022-04-30 18:15:00,2022-05-01 18:43:00,2022-05-01 20:43:00,2022-05-02 00:37:00,2022-05-02 00:37:00,2022-05-02 04:40:00,2022-05-02 04:40:00,2022-05-02 08:31:00,2022-05-02 08:31:00,2022-05-02 12:24:00,0.669
2022-05-01,220501119,2022-05-01 08:00:00,2022-05-01 12:07:00,2022-05-01 12:07:00,2022-05-01 16:06:00,2022-05-01 18:43:00,2022-05-02 18:31:00,2022-05-02 20:31:00,2022-05-03 00:19:00,2022-05-03 00:19:00,2022-05-03 04:23:00,2022-05-03 04:23:00,2022-05-03 08:13:00,2022-05-03 08:13:00,2022-05-03 12:15:00,0.5807
2022-05-02,220502120,2022-05-02 08:00:00,2022-05-02 12:10:00,2022-05-02 12:10:00,2022-05-02 16:17:00,2022-05-02 18:31:00,2022-05-03 18:15:00,2022-05-03 20:15:00,2022-05-04 00:16:00,2022-05-04 00:16:00,2022-05-04 04:10:00,2022-05-04 04:10:00,2022-05-04 08:14:00,2022-05-04 08:14:00,2022-05-04 12:17:00,0.4445
2022-05-03,220503121,2022-05-03 08:00:00,2022-05-03 11:53:00,2022-05-03 11:53:00,2022-05-03 15:57:00,2022-05-03 18:15:00,2022-05-04 18:20:00,2022-05-04 20:20:00,2022-05-05 00:11:00,2022-05-05 00:11:00,2022-05-05 04:16:00,2022-05-05 04:16:00,2022-05-05 08:27:00,2022-05-05 08:27:00,2022-05-05 12:20:00,0.3717
2022-05-04,220504122,2022-05-04 08:00:00,2022-05-04 12:02:00,2022-05-04 12:02:00,2022-05-04 16:01:00,2022-05-04 18:20:00,2022-05-05 18:35:00,2022-05-05 20:35:00,2022-05-06 00:36:00,2022-05-06 00:36:00,2022-05-06 04:38:00,2022-05-06 04:38:00,2022-05-06 08:37:00,2022-05-06 08:37:00,2022-05-06 12:34:00,0.4862
2022-05-05,220505123,2022-05-05 08:00:00,2022-05-05 12:09:00,2022-05-05 12:09:00,2022-05-05 16:14:00,2022-05-05 18:35:00,2022-05-06 19:00:00,2022-05-06 21:00:00,2022-05-07 00:59:00,2022-05-07 00:59:00,2022-05-07 05:09:00,2022-05-07 05:09:00,2022-05-07 09:09:00,2022-05-07 09:09:00,2022-05-07 13:01:00,0.4835
2022-05-06,220506124,2022-05-06 08:00:00,2022-05-06 11:58:00,2022-05-06 11:58:00,2022-05-06 15:48:00,2022-05-06 19:00:00,2022-05-07 18:48:00,2022-05-07 20:48:00,2022-05-08 00:58:00,2022-05-08 00:58:00,2022-05-08 04:48:00,2022-05-08 04:48:00,2022-05-08 08:58:00,2022-05-08 08:58:00,2022-05-08 12:55:00,0.4903
2022-05-07,220507125,2022-05-07 08:00:00,2022-05-07 11:54:00,2022-05-07 11:54:00,2022-05-07 15:45:00,2022-05-07 18:48:00,2022-05-08 18:49:00,2022-05-08 20:49:00,2022-05-09 00:40:00,2022-05-09 00:40:00,2022-05-09 04:39:00,2022-05-09 04:39:00,2022-05-09 08:30:00,2022-05-09 08:30:00,2022-05-09 12:25:00,0.5336
2022-05-08,220508126,2022-05-08 08:00:00,2022-05-08 11:57:00,2022-05-08 11:57:00,2022-05-08 16:04:00,2022-05-08 18:49:00,2022-05-09 19:14:00,2022-05-09 21:14:00,2022-05-10 01:06:00,2022-05-10 01:06:00,2022-05-10 05:02:00,2022-05-10 05:02:00,2022-05-10 09:01:00,2022-05-10 09:01:00,2022-05-10 13:04:00,0.4728
2022-05-09,220509127,2022-05-09 08:00:00,2022-05-09 11:59:00,2022-05-09 11:59:00,2022-05-09 15:50:00,2022-05-09 19:14:00,2022-05-10 19:42:00,2022-05-10 21:42:00,2022-05-11 01:44:00,2022-05-11 01:44:00,2022-05-11 05:36:00,2022-05-11 05:36:00,2022-05-11 09:26:00,2022-05-11 09:26:00,2022-05-11 13:33:00,0.3668
2022-05-10,220510128,2022-05-10 08:00:00,2022-05-10 11:58:00,2022-05-10 11:58:00,2022-05-10 16:01:00,2022-05-10 19:42:00,2022-05-11 19:34:00,2022-05-11 21:34:00,2022-05-12 01:24:00,2022-05-12 01:24:00,2022-05-12 05:20:00,2022-05-12 05:20:00,2022-05-12 09:17:00,2022-05-12 09:17:00,2022-05-12 13:10:00,0.6013
2022-05-11,220511129,2022-05-11 08:00:00,2022-05-11 12:09:00,2022-05-11 12:09:00,2022-05-11 16:18:00,2022-05-11 19:34:00,2022-05-12 19:22:00,2022-05-12 21:22:00,2022-05-13 01:20:00,2022-05-13 01:20:00,2022-05-13 05:12:00,2022-05-13 05:12:00,2022-05-13 09:12:00,2022-05-13 09:12:00,2022-05-13 13:02:00,0.5018
2022-05-12,220512130,2022-05-12 08:00:00,2022-05-12 11:57:00,2022-05-12 11:57:00,2022-05-12 16:05:00,2022-05-12 19:22:00,2022-05-13 18:55:00,2022-05-13 20:55:00,2022-05-14 00:55:00,2022-05-14 00:55:00,2022-05-14 04:53:00,2022-05-14 04:53:00,2022-05-14 09:04:00,2022-05-14 09:04:00,2022-05-14 13:09:00,0.6848
2022-05-13,220513131,2022-05-13 08:00:00,2022-05-13 12:03:00,2022-05-13 12:03:00,2022-05-13 16:06:00,2022-05-13 18:55:00,2022-05-14 18:33:00,2022-05-14 20:33:00,2022-05-15 00:38:00,2022-05-15 00:38:00,2022-05-15 04:42:00,2022-05-15 04:42:00,2022-05-15 08:41:00,2022-05-15 08:41:00,2022-05-15 12:31:00,0.2619
2022-05-14,220514132,2022-05-14 08:00:00,2022-05-14 11:57:00,2022-05-14 11:57:00,2022-05-14 15:47:00,2022-05-14 18:33:00,2022-05-15 18:41:00,2022-05-15 20:41:00,2022-05-16 00:36:00,2022-05-16 00:36:00,2022-05-16 04:39:00,2022-05-16 04:39:00,2022-05-16 08:47:00,2022-05-16 08:47:00,2022-05-16 12:38:00,0.4858
