date,lot_id,mixer_start,mixer_end,hopper_start,hopper_end,auger_start,auger_end,rhk_input_start,rhk_input_end,rhk_output_start,rhk_output_end,roc_start,roc_end,target_icp2
2022-01-03,220103011,2022-01-03 02:40:00,2022-01-03 02:50:00,2022-01-03 02:51:00,2022-01-03 04:31:00,2022-01-03 04:31:00,2022-01-03 05:30:00,2022-01-03 05:30:00,2022-01-03 06:00:00,2022-01-03 06:00:00,2022-01-03 06:29:00,2022-01-03 06:29:00,2022-01-03 07:08:00,0.496
2022-01-03,220103012,2022-01-03 04:20:00,2022-01-03 04:29:00,2022-01-03 04:31:00,2022-01-03 06:07:00,2022-01-03 06:07:00,2022-01-03 07:09:00,2022-01-03 07:09:00,2022-01-03 07:40:00,2022-01-03 07:40:00,2022-01-03 08:09:00,2022-01-03 08:09:00,2022-01-03 08:47:00,0.2844
2022-01-03,220103013,2022-01-03 06:00:00,2022-01-03 06:09:00,2022-01-03 06:09:00,2022-01-03 07:46:00,2022-01-03 07:46:00,2022-01-03 08:48:00,2022-01-03 08:48:00,2022-01-03 09:18:00,2022-01-03 09:18:00,2022-01-03 09:48:00,2022-01-03 09:48:00,2022-01-03 10:28:00,0.4098
2022-01-03,220103014,2022-01-03 07:40:00,2022-01-03 07:49:00,2022-01-03 07:49:00,2022-01-03 09:29:00,2022-01-03 09:29:00,2022-01-03 10:27:00,2022-01-03 10:27:00,2022-01-03 10:56:00,2022-01-03 10:56:00,2022-01-03 11:24:00,2022-01-03 11:24:00,2022-01-03 12:03:00,0.5973
2022-01-03,220103015,2022-01-03 09:20:00,2022-01-03 09:29:00,2022-01-03 09:29:00,2022-01-03 11:08:00,2022-01-03 11:08:00,2022-01-03 12:06:00,2022-01-03 12:06:00,2022-01-03 12:37:00,2022-01-03 12:37:00,2022-01-03 13:08:00,2022-01-03 13:08:00,2022-01-03 13:48:00,0.5499
2022-01-03,220103016,2022-01-03 11:00:00,2022-01-03 11:09:00,2022-01-03 11:09:00,2022-01-03 12:44:00,2022-01-03 12:44:00,2022-01-03 13:45:00,2022-01-03 13:45:00,2022-01-03 14:15:00,2022-01-03 14:15:00,2022-01-03 14:45:00,2022-01-03 14:45:00,2022-01-03 15:24:00,0.3979
2022-01-03,220103017,2022-01-03 12:40:00,2022-01-03 12:49:00,2022-01-03 12:49:00,2022-01-03 14:26:00,2022-01-03 14:26:00,2022-01-03 15:23:00,2022-01-03 15:23:00,2022-01-03 15:53:00,2022-01-03 15:53:00,2022-01-03 16:23:00,2022-01-03 16:23:00,2022-01-03 17:04:00,0.546
2022-01-03,220103018,2022-01-03 14:20:00,2022-01-03 14:30:00,2022-01-03 14:30:00,2022-01-03 16:11:00,2022-01-03 16:11:00,2022-01-03 17:12:00,2022-01-03 17:12:00,2022-01-03 17:43:00,2022-01-03 17:43:00,2022-01-03 18:12:00,2022-01-03 18:12:00,2022-01-03 18:52:00,0.3171
2022-01-03,220103019,2022-01-03 16:00:00,2022-01-03 16:09:00,2022-01-03 16:11:00,2022-01-03 17:54:00,2022-01-03 17:54:00,2022-01-03 18:53:00,2022-01-03 18:53:00,2022-01-03 19:22:00,2022-01-03 19:22:00,2022-01-03 19:53:00,2022-01-03 19:53:00,2022-01-03 20:34:00,0.6006
2022-01-03,220103020,2022-01-03 17:40:00,2022-01-03 17:49:00,2022-01-03 17:54:00,2022-01-03 19:33:00,2022-01-03 19:33:00,2022-01-03 20:34:00,2022-01-03 20:34:00,2022-01-03 21:03:00,2022-01-03 21:03:00,2022-01-03 21:32:00,2022-01-03 21:32:00,2022-01-03 22:13:00,0.0065
2022-01-03,220103021,2022-01-03 19:20:00,2022-01-03 19:29:00,2022-01-03 19:33:00,2022-01-03 21:11:00,2022-01-03 21:11:00,2022-01-03 22:10:00,2022-01-03 22:10:00,2022-01-03 22:39:00,2022-01-03 22:39:00,2022-01-03 23:10:00,2022-01-03 23:10:00,2022-01-03 23:48:00,0.3195
2022-01-03,220103022,2022-01-03 21:00:00,2022-01-03 21:10:00,2022-01-03 21:11:00,2022-01-03 22:48:00,2022-01-03 22:48:00,2022-01-03 23:50:00,2022-01-03 23:50:00,2022-01-04 00:21:00,2022-01-04 00:21:00,2022-01-04 00:52:00,2022-01-04 00:52:00,2022-01-04 01:32:00,0.4323
2022-01-03,220103023,2022-01-03 22:40:00,2022-01-03 22:50:00,2022-01-03 22:50:00,2022-01-04 00:25:00,2022-01-04 00:25:00,2022-01-04 01:24:00,2022-01-04 01:24:00,2022-01-04 01:52:00,2022-01-04 01:52:00,2022-01-04 02:21:00,2022-01-04 02:21:00,2022-01-04 02:59:00,0.4135
2022-01-04,220104024,2022-01-04 00:20:00,2022-01-04 00:30:00,2022-01-04 00:30:00,2022-01-04 02:05:00,2022-01-04 02:05:00,2022-01-04 03:05:00,2022-01-04 03:05:00,2022-01-04 03:36:00,2022-01-04 03:36:00,2022-01-04 04:06:00,2022-01-04 04:06:00,2022-01-04 04:46:00,0.535
2022-01-04,220104025,2022-01-04 02:00:00,2022-01-04 02:10:00,2022-01-04 02:10:00,2022-01-04 03:51:00,2022-01-04 03:51:00,2022-01-04 04:52:00,2022-01-04 04:52:00,2022-01-04 05:21:00,2022-01-04 05:21:00,2022-01-04 05:52:00,2022-01-04 05:52:00,2022-01-04 06:30:00,0.5543
2022-01-04,220104026,2022-01-04 03:40:00,2022-01-04 03:49:00,2022-01-04 03:51:00,2022-01-04 05:31:00,2022-01-04 05:31:00,2022-01-04 06:30:00,2022-01-04 06:30:00,2022-01-04 06:58:00,2022-01-04 06:58:00,2022-01-04 07:27:00,2022-01-04 07:27:00,2022-01-04 08:06:00,0.4445
2022-01-04,220104027,2022-01-04 05:20:00,2022-01-04 05:30:00,2022-01-04 05:31:00,2022-01-04 07:06:00,2022-01-04 07:06:00,2022-01-04 08:04:00,2022-01-04 08:04:00,2022-01-04 08:33:00,2022-01-04 08:33:00,2022-01-04 09:03:00,2022-01-04 09:03:00,2022-01-04 09:41:00,0.5649
2022-01-04,220104028,2022-01-04 07:00:00,2022-01-04 07:09:00,2022-01-04 07:09:00,2022-01-04 08:45:00,2022-01-04 08:45:00,2022-01-04 09:43:00,2022-01-04 09:43:00,2022-01-04 10:14:00,2022-01-04 10:14:00,2022-01-04 10:44:00,2022-01-04 10:44:00,2022-01-04 11:22:00,0.5899
2022-01-04,220104029,2022-01-04 08:40:00,2022-01-04 08:49:00,2022-01-04 08:49:00,2022-01-04 10:29:00,2022-01-04 10:29:00,2022-01-04 11:28:00,2022-01-04 11:28:00,2022-01-04 11:57:00,2022-01-04 11:57:00,2022-01-04 12:28:00,2022-01-04 12:28:00,2022-01-04 13:06:00,0.7259
2022-01-04,220104030,2022-01-04 10:20:00,2022-01-04 10:30:00,2022-01-04 10:30:00,2022-01-04 12:10:00,2022-01-04 12:10:00,2022-01-04 13:08:00,2022-01-04 13:08:00,2022-01-04 13:36:00,2022-01-04 13:36:00,2022-01-04 14:07:00,2022-01-04 14:07:00,2022-01-04 14:47:00,0.3142
2022-01-04,220104031,2022-01-04 12:00:00,2022-01-04 12:09:00,2022-01-04 12:10:00,2022-01-04 13:53:00,2022-01-04 13:53:00,2022-01-04 14:53:00,2022-01-04 14:53:00,2022-01-04 15:21:00,2022-01-04 15:21:00,2022-01-04 15:51:00,2022-01-04 15:51:00,2022-01-04 16:30:00,0.3287
2022-01-04,220104032,2022-01-04 13:40:00,2022-01-04 13:49:00,2022-01-04 13:53:00,2022-01-04 15:32:00,2022-01-04 15:32:00,2022-01-04 16:33:00,2022-01-04 16:33:00,2022-01-04 17:03:00,2022-01-04 17:03:00,2022-01-04 17:32:00,2022-01-04 17:32:00,2022-01-04 18:12:00,0.559
2022-01-04,220104033,2022-01-04 15:20:00,2022-01-04 15:29:00,2022-01-04 15:32:00,2022-01-04 17:10:00,2022-01-04 17:10:00,2022-01-04 18:09:00,2022-01-04 18:09:00,2022-01-04 18:39:00,2022-01-04 18:39:00,2022-01-04 19:09:00,2022-01-04 19:09:00,2022-01-04 19:48:00,0.6118
2022-01-04,220104034,2022-01-04 17:00:00,2022-01-04 17:10:00,2022-01-04 17:10:00,2022-01-04 18:45:00,2022-01-04 18:45:00,2022-01-04 19:42:00,2022-01-04 19:42:00,2022-01-04 20:11:00,2022-01-04 20:11:00,2022-01-04 20:41:00,2022-01-04 20:41:00,2022-01-04 21:22:00,0.4281
2022-01-04,220104035,2022-01-04 18:40:00,2022-01-04 18:49:00,2022-01-04 18:49:00,2022-01-04 20:24:00,2022-01-04 20:24:00,2022-01-04 21:25:00,2022-01-04 21:25:00,2022-01-04 21:55:00,2022-01-04 21:55:00,2022-01-04 22:25:00,2022-01-04 22:25:00,2022-01-04 23:03:00,0.299
2022-01-04,220104036,2022-01-04 20:20:00,2022-01-04 20:30:00,2022-01-04 20:30:00,2022-01-04 22:06:00,2022-01-04 22:06:00,2022-01-04 23:07:00,2022-01-04 23:07:00,2022-01-04 23:37:00,2022-01-04 23:37:00,2022-01-05 00:06:00,2022-01-05 00:06:00,2022-01-05 00:46:00,0.3484
2022-01-04,220104037,2022-01-04 22:00:00,2022-01-04 22:09:00,2022-01-04 22:09:00,2022-01-04 23:48:00,2022-01-04 23:48:00,2022-01-05 00:50:00,2022-01-05 00:50:00,2022-01-05 01:18:00,2022-01-05 01:18:00,2022-01-05 01:48:00,2022-01-05 01:48:00,2022-01-05 02:26:00,0.2503
2022-01-04,220104038,2022-01-04 23:40:00,2022-01-04 23:49:00,2022-01-04 23:49:00,2022-01-05 01:29:00,2022-01-05 01:29:00,2022-01-05 02:27:00,2022-01-05 02:27:00,2022-01-05 02:55:00,2022-01-05 02:55:00,2022-01-05 03:23:00,2022-01-05 03:23:00,2022-01-05 04:01:00,0.5114
2022-01-05,220105039,2022-01-05 01:20:00,2022-01-05 01:29:00,2022-01-05 01:29:00,2022-01-05 03:09:00,2022-01-05 03:09:00,2022-01-05 04:08:00,2022-01-05 04:08:00,2022-01-05 04:38:00,2022-01-05 04:38:00,2022-01-05 05:07:00,2022-01-05 05:07:00,2022-01-05 05:47:00,0.3558
2022-01-05,220105040,2022-01-05 03:00:00,2022-01-05 03:10:00,2022-01-05 03:10:00,2022-01-05 04:51:00,2022-01-05 04:51:00,2022-01-05 05:52:00,2022-01-05 05:52:00,2022-01-05 06:21:00,2022-01-05 06:21:00,2022-01-05 06:50:00,2022-01-05 06:50:00,2022-01-05 07:28:00,0.6252
2022-01-05,220105041,2022-01-05 04:40:00,2022-01-05 04:49:00,2022-01-05 04:51:00,2022-01-05 06:28:00,2022-01-05 06:28:00,2022-01-05 07:28:00,2022-01-05 07:28:00,2022-01-05 07:56:00,2022-01-05 07:56:00,2022-01-05 08:27:00,2022-01-05 08:27:00,2022-01-05 09:08:00,0.3383
2022-01-05,220105042,2022-01-05 06:20:00,2022-01-05 06:29:00,2022-01-05 06:29:00,2022-01-05 08:04:00,2022-01-05 08:04:00,2022-01-05 09:04:00,2022-01-05 09:04:00,2022-01-05 09:35:00,2022-01-05 09:35:00,2022-01-05 10:06:00,2022-01-05 10:06:00,2022-01-05 10:47:00,0.4369
2022-01-05,220105043,2022-01-05 08:00:00,2022-01-05 08:10:00,2022-01-05 08:10:00,2022-01-05 09:54:00,2022-01-05 09:54:00,2022-01-05 10:55:00,2022-01-05 10:55:00,2022-01-05 11:24:00,2022-01-05 11:24:00,2022-01-05 11:54:00,2022-01-05 11:54:00,2022-01-05 12:32:00,0.3868
2022-01-05,220105044,2022-01-05 09:40:00,2022-01-05 09:49:00,2022-01-05 09:54:00,2022-01-05 11:37:00,2022-01-05 11:37:00,2022-01-05 12:34:00,2022-01-05 12:34:00,2022-01-05 13:05:00,2022-01-05 13:05:00,2022-01-05 13:33:00,2022-01-05 13:33:00,2022-01-05 14:13:00,0.4747
2022-01-05,220105045,2022-01-05 11:20:00,2022-01-05 11:30:00,2022-01-05 11:37:00,2022-01-05 13:16:00,2022-01-05 13:16:00,2022-01-05 14:16:00,2022-01-05 14:16:00,2022-01-05 14:46:00,2022-01-05 14:46:00,2022-01-05 15:16:00,2022-01-05 15:16:00,2022-01-05 15:54:00,0.6863
2022-01-05,220105046,2022-01-05 13:00:00,2022-01-05 13:10:00,2022-01-05 13:16:00,2022-01-05 14:56:00,2022-01-05 14:56:00,2022-01-05 15:54:00,2022-01-05 15:54:00,2022-01-05 16:25:00,2022-01-05 16:25:00,2022-01-05 16:55:00,2022-01-05 16:55:00,2022-01-05 17:34:00,0.5951
2022-01-05,220105047,2022-01-05 14:40:00,2022-01-05 14:50:00,2022-01-05 14:56:00,2022-01-05 16:35:00,2022-01-05 16:35:00,2022-01-05 17:32:00,2022-01-05 17:32:00,2022-01-05 18:03:00,2022-01-05 18:03:00,2022-01-05 18:33:00,2022-01-05 18:33:00,2022-01-05 19:14:00,0.5239
2022-01-05,220105048,2022-01-05 16:20:00,2022-01-05 16:29:00,2022-01-05 16:35:00,2022-01-05 18:18:00,2022-01-05 18:18:00,2022-01-05 19:20:00,2022-01-05 19:20:00,2022-01-05 19:49:00,2022-01-05 19:49:00,2022-01-05 20:20:00,2022-01-05 20:20:00,2022-01-05 21:00:00,0.4368
2022-01-05,220105049,2022-01-05 18:00:00,2022-01-05 18:09:00,2022-01-05 18:18:00,2022-01-05 20:00:00,2022-01-05 20:00:00,2022-01-05 20:59:00,2022-01-05 20:59:00,2022-01-05 21:29:00,2022-01-05 21:29:00,2022-01-05 21:59:00,2022-01-05 21:59:00,2022-01-05 22:40:00,0.3669
2022-01-05,220105050,2022-01-05 19:40:00,2022-01-05 19:50:00,2022-01-05 20:00:00,2022-01-05 21:41:00,2022-01-05 21:41:00,2022-01-05 22:43:00,2022-01-05 22:43:00,2022-01-05 23:12:00,2022-01-05 23:12:00,2022-01-05 23:43:00,2022-01-05 23:43:00,2022-01-06 00:24:00,0.6472
2022-01-05,220105051,2022-01-05 21:20:00,2022-01-05 21:29:00,2022-01-05 21:41:00,2022-01-05 23:24:00,2022-01-05 23:24:00,2022-01-06 00:21:00,2022-01-06 00:21:00,2022-01-06 00:52:00,2022-01-06 00:52:00,2022-01-06 01:21:00,2022-01-06 01:21:00,2022-01-06 02:02:00,0.334
2022-01-05,220105052,2022-01-05 23:00:00,2022-01-05 23:09:00,2022-01-05 23:24:00,2022-01-06 01:00:00,2022-01-06 01:00:00,2022-01-06 01:59:00,2022-01-06 01:59:00,2022-01-06 02:28:00,2022-01-06 02:28:00,2022-01-06 02:59:00,2022-01-06 02:59:00,2022-01-06 03:38:00,0.4329
2022-01-06,220106053,2022-01-06 00:40:00,2022-01-06 00:49:00,2022-01-06 01:00:00,2022-01-06 02:43:00,2022-01-06 02:43:00,2022-01-06 03:40:00,2022-01-06 03:40:00,2022-01-06 04:10:00,2022-01-06 04:10:00,2022-01-06 04:39:00,2022-01-06 04:39:00,2022-01-06 05:19:00,0.5596
2022-01-06,220106054,2022-01-06 02:20:00,2022-01-06 02:29:00,2022-01-06 02:43:00,2022-01-06 04:22:00,2022-01-06 04:22:00,2022-01-06 05:20:00,2022-01-06 05:20:00,2022-01-06 05:50:00,2022-01-06 05:50:00,2022-01-06 06:21:00,2022-01-06 06:21:00,2022-01-06 07:02:00,0.5813
2022-01-06,220106055,2022-01-06 04:00:00,2022-01-06 04:09:00,2022-01-06 04:22:00,2022-01-06 06:02:00,2022-01-06 06:02:00,2022-01-06 07:04:00,2022-01-06 07:04:00,2022-01-06 07:33:00,2022-01-06 07:33:00,2022-01-06 08:01:00,2022-01-06 08:01:00,2022-01-06 08:41:00,0.5517
2022-01-06,220106056,2022-01-06 05:40:00,2022-01-06 05:50:00,2022-01-06 06:02:00,2022-01-06 07:46:00,2022-01-06 07:46:00,2022-01-06 08:46:00,2022-01-06 08:46:00,2022-01-06 09:16:00,2022-01-06 09:16:00,2022-01-06 09:46:00,2022-01-06 09:46:00,2022-01-06 10:25:00,0.3498
2022-01-06,220106057,2022-01-06 07:20:00,2022-01-06 07:29:00,2022-01-06 07:46:00,2022-01-06 09:25:00,2022-01-06 09:25:00,2022-01-06 10:24:00,2022-01-06 10:24:00,2022-01-06 10:53:00,2022-01-06 10:53:00,2022-01-06 11:22:00,2022-01-06 11:22:00,2022-01-06 12:02:00,0.7322
2022-01-06,220106058,2022-01-06 09:00:00,2022-01-06 09:09:00,2022-01-06 09:25:00,2022-01-06 11:01:00,2022-01-06 11:01:00,2022-01-06 12:03:00,2022-01-06 12:03:00,2022-01-06 12:32:00,2022-01-06 12:32:00,2022-01-06 13:00:00,2022-01-06 13:00:00,2022-01-06 13:38:00,0.4657
2022-01-06,220106059,2022-01-06 10:40:00,2022-01-06 10:50:00,2022-01-06 11:01:00,2022-01-06 12:43:00,2022-01-06 12:43:00,2022-01-06 13:42:00,2022-01-06 13:42:00,2022-01-06 14:11:00,2022-01-06 14:11:00,2022-01-06 14:41:00,2022-01-06 14:41:00,2022-01-06 15:20:00,0.5592
2022-01-06,220106060,2022-01-06 12:20:00,2022-01-06 12:29:00,2022-01-06 12:43:00,2022-01-06 14:18:00,2022-01-06 14:18:00,2022-01-06 15:15:00,2022-01-06 15:15:00,2022-01-06 15:45:00,2022-01-06 15:45:00,2022-01-06 16:15:00,2022-01-06 16:15:00,2022-01-06 16:53:00,0.5811
2022-01-06,220106061,2022-01-06 14:00:00,2022-01-06 14:09:00,2022-01-06 14:18:00,2022-01-06 16:00:00,2022-01-06 16:00:00,2022-01-06 17:02:00,2022-01-06 17:02:00,2022-01-06 17:32:00,2022-01-06 17:32:00,2022-01-06 18:02:00,2022-01-06 18:02:00,2022-01-06 18:43:00,0.5353
2022-01-06,220106062,2022-01-06 15:40:00,2022-01-06 15:49:00,2022-01-06 16:00:00,2022-01-06 17:44:00,2022-01-06 17:44:00,2022-01-06 18:41:00,2022-01-06 18:41:00,2022-01-06 19:11:00,2022-01-06 19:11:00,2022-01-06 19:42:00,2022-01-06 19:42:00,2022-01-06 20:21:00,0.7755
2022-01-06,220106063,2022-01-06 17:20:00,2022-01-06 17:29:00,2022-01-06 17:44:00,2022-01-06 19:22:00,2022-01-06 19:22:00,2022-01-06 20:21:00,2022-01-06 20:21:00,2022-01-06 20:49:00,2022-01-06 20:49:00,2022-01-06 21:20:00,2022-01-06 21:20:00,2022-01-06 21:58:00,0.6118
2022-01-06,220106064,2022-01-06 19:00:00,2022-01-06 19:09:00,2022-01-06 19:22:00,2022-01-06 20:57:00,2022-01-06 20:57:00,2022-01-06 21:57:00,2022-01-06 21:57:00,2022-01-06 22:26:00,2022-01-06 22:26:00,2022-01-06 22:57:00,2022-01-06 22:57:00,2022-01-06 23:37:00,0.4746
2022-01-06,220106065,2022-01-06 20:40:00,2022-01-06 20:50:00,2022-01-06 20:57:00,2022-01-06 22:36:00,2022-01-06 22:36:00,2022-01-06 23:37:00,2022-01-06 23:37:00,2022-01-07 00:07:00,2022-01-07 00:07:00,2022-01-07 00:38:00,2022-01-07 00:38:00,2022-01-07 01:16:00,0.76
2022-01-06,220106066,2022-01-06 22:20:00,2022-01-06 22:29:00,2022-01-06 22:36:00,2022-01-07 00:20:00,2022-01-07 00:20:00,2022-01-07 01:17:00,2022-01-07 01:17:00,2022-01-07 01:46:00,2022-01-07 01:46:00,2022-01-07 02:17:00,2022-01-07 02:17:00,2022-01-07 02:56:00,0.3975
2022-01-07,220107067,2022-01-07 00:00:00,2022-01-07 00:09:00,2022-01-07 00:20:00,2022-01-07 02:00:00,2022-01-07 02:00:00,2022-01-07 02:58:00,2022-01-07 02:58:00,2022-01-07 03:27:00,2022-01-07 03:27:00,2022-01-07 03:56:00,2022-01-07 03:56:00,2022-01-07 04:37:00,0.3036
2022-01-07,220107068,2022-01-07 01:40:00,2022-01-07 01:49:00,2022-01-07 02:00:00,2022-01-07 03:44:00,2022-01-07 03:44:00,2022-01-07 04:41:00,2022-01-07 04:41:00,2022-01-07 05:12:00,2022-01-07 05:12:00,2022-01-07 05:41:00,2022-01-07 05:41:00,2022-01-07 06:21:00,0.4363
2022-01-07,220107069,2022-01-07 03:20:00,2022-01-07 03:30:00,2022-01-07 03:44:00,2022-01-07 05:22:00,2022-01-07 05:22:00,2022-01-07 06:23:00,2022-01-07 06:23:00,2022-01-07 06:54:00,2022-01-07 06:54:00,2022-01-07 07:22:00,2022-01-07 07:22:00,2022-01-07 08:03:00,0.1926
2022-01-07,220107070,2022-01-07 05:00:00,2022-01-07 05:10:00,2022-01-07 05:22:00,2022-01-07 07:06:00,2022-01-07 07:06:00,2022-01-07 08:06:00,2022-01-07 08:06:00,2022-01-07 08:35:00,2022-01-07 08:35:00,2022-01-07 09:05:00,2022-01-07 09:05:00,2022-01-07 09:46:00,0.3761
2022-01-07,220107071,2022-01-07 06:40:00,2022-01-07 06:50:00,2022-01-07 07:06:00,2022-01-07 08:41:00,2022-01-07 08:41:00,2022-01-07 09:41:00,2022-01-07 09:41:00,2022-01-07 10:10:00,2022-01-07 10:10:00,2022-01-07 10:38:00,2022-01-07 10:38:00,2022-01-07 11:16:00,0.7413
2022-01-07,220107072,2022-01-07 08:20:00,2022-01-07 08:30:00,2022-01-07 08:41:00,2022-01-07 10:16:00,2022-01-07 10:16:00,2022-01-07 11:15:00,2022-01-07 11:15:00,2022-01-07 11:43:00,2022-01-07 11:43:00,2022-01-07 12:14:00,2022-01-07 12:14:00,2022-01-07 12:55:00,0.596
2022-01-07,220107073,2022-01-07 10:00:00,2022-01-07 10:09:00,2022-01-07 10:16:00,2022-01-07 11:58:00,2022-01-07 11:58:00,2022-01-07 12:58:00,2022-01-07 12:58:00,2022-01-07 13:27:00,2022-01-07 13:27:00,2022-01-07 13:56:00,2022-01-07 13:56:00,2022-01-07 14:35:00,0.435
2022-01-07,220107074,2022-01-07 11:40:00,2022-01-07 11:49:00,2022-01-07 11:58:00,2022-01-07 13:33:00,2022-01-07 13:33:00,2022-01-07 14:34:00,2022-01-07 14:34:00,2022-01-07 15:02:00,2022-01-07 15:02:00,2022-01-07 15:30:00,2022-01-07 15:30:00,2022-01-07 16:09:00,0.5591
2022-01-07,220107075,2022-01-07 13:20:00,2022-01-07 13:30:00,2022-01-07 13:33:00,2022-01-07 15:13:00,2022-01-07 15:13:00,2022-01-07 16:14:00,2022-01-07 16:14:00,2022-01-07 16:44:00,2022-01-07 16:44:00,2022-01-07 17:15:00,2022-01-07 17:15:00,2022-01-07 17:55:00,0.3254
2022-01-07,220107076,2022-01-07 15:00:00,2022-01-07 15:10:00,2022-01-07 15:13:00,2022-01-07 16:48:00,2022-01-07 16:48:00,2022-01-07 17:49:00,2022-01-07 17:49:00,2022-01-07 18:17:00,2022-01-07 18:17:00,2022-01-07 18:47:00,2022-01-07 18:47:00,2022-01-07 19:26:00,0.5006
2022-01-07,220107077,2022-01-07 16:40:00,2022-01-07 16:50:00,2022-01-07 16:50:00,2022-01-07 18:28:00,2022-01-07 18:28:00,2022-01-07 19:29:00,2022-01-07 19:29:00,2022-01-07 19:59:00,2022-01-07 19:59:00,2022-01-07 20:28:00,2022-01-07 20:28:00,2022-01-07 21:09:00,0.5931
2022-01-07,220107078,2022-01-07 18:20:00,2022-01-07 18:30:00,2022-01-07 18:30:00,2022-01-07 20:07:00,2022-01-07 20:07:00,2022-01-07 21:07:00,2022-01-07 21:07:00,2022-01-07 21:37:00,2022-01-07 21:37:00,2022-01-07 22:05:00,2022-01-07 22:05:00,2022-01-07 22:45:00,0.4108
2022-01-07,220107079,2022-01-07 20:00:00,2022-01-07 20:10:00,2022-01-07 20:10:00,2022-01-07 21:53:00,2022-01-07 21:53:00,2022-01-07 22:54:00,2022-01-07 22:54:00,2022-01-07 23:24:00,2022-01-07 23:24:00,2022-01-07 23:53:00,2022-01-07 23:53:00,2022-01-08 00:33:00,0.6948
2022-01-07,220107080,2022-01-07 21:40:00,2022-01-07 21:50:00,2022-01-07 21:53:00,2022-01-07 23:29:00,2022-01-07 23:29:00,2022-01-08 00:30:00,2022-01-08 00:30:00,2022-01-08 01:01:00,2022-01-08 01:01:00,2022-01-08 01:32:00,2022-01-08 01:32:00,2022-01-08 02:10:00,0.4723
